,title,abstract
11,"An Extension to an Algebraic Method for Linear Time-Invariant System and
  Network Theory: The full AC-Calculus","  Being inspired by phasor analysis in linear circuit theory, and its algebraic
counterpart - the AC-(operational)-calculus for sinusoids developed by W.
Marten and W. Mathis - we define a complex structure on several spaces of
real-valued elementary functions. This is used to algebraize inhomogeneous
linear ordinary differential equations with inhomogenities stemming from these
spaces. Thus we deduce an effective method to calculate particular solutions of
these ODEs in a purely algebraic way.
"
12,Q-adic Transform revisited,"  We present an algorithm to perform a simultaneous modular reduction of
several residues. This algorithm is applied fast modular polynomial
multiplication. The idea is to convert the $X$-adic representation of modular
polynomials, with $X$ an indeterminate, to a $q$-adic representation where $q$
is an integer larger than the field characteristic. With some control on the
different involved sizes it is then possible to perform some of the $q$-adic
arithmetic directly with machine integers or floating points. Depending also on
the number of performed numerical operations one can then convert back to the
$q$-adic or $X$-adic representation and eventually mod out high residues. In
this note we present a new version of both conversions: more tabulations and a
way to reduce the number of divisions involved in the process are presented.
The polynomial multiplication is then applied to arithmetic in small finite
field extensions.
"
13,"Differential invariants of a Lie group action: syzygies on a generating
  set","  Given a group action, known by its infinitesimal generators, we exhibit a
complete set of syzygies on a generating set of differential invariants. For
that we elaborate on the reinterpretation of Cartan's moving frame by Fels and
Olver (1999). This provides constructive tools for exploring algebras of
differential invariants.
"
14,A Numerical Algorithm for Zero Counting. I: Complexity and Accuracy,"  We describe an algorithm to count the number of distinct real zeros of a
polynomial (square) system f. The algorithm performs O(n D kappa(f)) iterations
where n is the number of polynomials (as well as the dimension of the ambient
space), D is a bound on the polynomials' degree, and kappa(f) is a condition
number for the system. Each iteration uses an exponential number of operations.
The algorithm uses finite-precision arithmetic and a polynomial bound for the
precision required to ensure the returned output is correct is exhibited. This
bound is a major feature of our algorithm since it is in contrast with the
exponential precision required by the existing (symbolic) algorithms for
counting real zeros. The algorithm parallelizes well in the sense that each
iteration can be computed in parallel polynomial time with an exponential
number of processors.
"
15,SWI-Prolog and the Web,"  Where Prolog is commonly seen as a component in a Web application that is
either embedded or communicates using a proprietary protocol, we propose an
architecture where Prolog communicates to other components in a Web application
using the standard HTTP protocol. By avoiding embedding in external Web servers
development and deployment become much easier. To support this architecture, in
addition to the transfer protocol, we must also support parsing, representing
and generating the key Web document types such as HTML, XML and RDF.
  This paper motivates the design decisions in the libraries and extensions to
Prolog for handling Web documents and protocols. The design has been guided by
the requirement to handle large documents efficiently. The described libraries
support a wide range of Web applications ranging from HTML and XML documents to
Semantic Web RDF processing.
  To appear in Theory and Practice of Logic Programming (TPLP)
"
16,Some properties of finite meadows,"  The aim of this note is to describe the structure of finite meadows. We will
show that the class of finite meadows is the closure of the class of finite
fields under finite products. As a corollary, we obtain a unique representation
of minimal meadows in terms of prime fields.
"
17,"On the equations of the moving curve ideal of a rational algebraic plane
  curve","  Given a parametrization of a rational plane algebraic curve C, some explicit
adjoint pencils on C are described in terms of determinants. Moreover, some
generators of the Rees algebra associated to this parametrization are
presented. The main ingredient developed in this paper is a detailed study of
the elimination ideal of two homogeneous polynomials in two homogeneous
variables that form a regular sequence.
"
18,Faster polynomial multiplication via multipoint Kronecker substitution,"  We give several new algorithms for dense polynomial multiplication based on
the Kronecker substitution method. For moderately sized input polynomials, the
new algorithms improve on the performance of the standard Kronecker
substitution by a sizeable constant, both in theory and in empirical tests.
"
19,Introduction to the Galois Theory of Linear Differential Equations,"  This is an expanded version of the 10 lectures given as the 2006 London
Mathematical Society Invited Lecture Series at the Heriot-Watt University 31
July - 4 August 2006.
"
20,Computer algebra in systems biology,"  Systems biology focuses on the study of entire biological systems rather than
on their individual components. With the emergence of high-throughput data
generation technologies for molecular biology and the development of advanced
mathematical modeling techniques, this field promises to provide important new
insights. At the same time, with the availability of increasingly powerful
computers, computer algebra has developed into a useful tool for many
applications. This article illustrates the use of computer algebra in systems
biology by way of a well-known gene regulatory network, the Lac Operon in the
bacterium E. coli.
"
21,On sign conditions over real multivariate polynomials,"  We present a new probabilistic algorithm to find a finite set of points
intersecting the closure of each connected component of the realization of
every sign condition over a family of real polynomials defining regular
hypersurfaces that intersect transversally. This enables us to show a
probabilistic procedure to list all feasible sign conditions over the
polynomials. In addition, we extend these results to the case of closed sign
conditions over an arbitrary family of real multivariate polynomials. The
complexity bounds for these procedures improve the known ones.
"
22,"Factorization in categories of systems of linear partial differential
  equations","  We start with elementary algebraic theory of factorization of linear ordinary
differential equations developed in the period 1880-1930. After exposing these
classical results we sketch more sophisticated algorithmic approaches developed
in the last 20 years.
  The main part of this paper is devoted to modern generalizations of the
notion of factorization to the case of systems of linear partial differential
equations and their relation with explicit solvability of nonlinear partial
differential equations based on some constructions from the theory of abelian
categories.
"
23,Fast Integer Multiplication using Modular Arithmetic,"  We give an $O(N\cdot \log N\cdot 2^{O(\log^*N)})$ algorithm for multiplying
two $N$-bit integers that improves the $O(N\cdot \log N\cdot \log\log N)$
algorithm by Sch\""{o}nhage-Strassen. Both these algorithms use modular
arithmetic. Recently, F\""{u}rer gave an $O(N\cdot \log N\cdot 2^{O(\log^*N)})$
algorithm which however uses arithmetic over complex numbers as opposed to
modular arithmetic. In this paper, we use multivariate polynomial
multiplication along with ideas from F\""{u}rer's algorithm to achieve this
improvement in the modular setting. Our algorithm can also be viewed as a
$p$-adic version of F\""{u}rer's algorithm. Thus, we show that the two seemingly
different approaches to integer multiplication, modular and complex arithmetic,
are similar.
"
24,"Analyzing the Topology Types arising in a Family of Algebraic Curves
  Depending On Two Parameters","  Given the implicit equation $F(x,y,t,s)$ of a family of algebraic plane
curves depending on the parameters $t,s$, we provide an algorithm for studying
the topology types arising in the family. For this purpose, the algorithm
computes a finite partition of the parameter space so that the topology type of
the family stays invariant over each element of the partition. The ideas
contained in the paper can be seen as a generalization of the ideas in
\cite{JGRS}, where the problem is solved for families of algebraic curves
depending on one parameter, to the two-parameters case.
"
25,"Hopf Algebras in General and in Combinatorial Physics: a practical
  introduction","  This tutorial is intended to give an accessible introduction to Hopf
algebras. The mathematical context is that of representation theory, and we
also illustrate the structures with examples taken from combinatorics and
quantum physics, showing that in this latter case the axioms of Hopf algebra
arise naturally. The text contains many exercises, some taken from physics,
aimed at expanding and exemplifying the concepts introduced.
"
26,Approximate substitutions and the normal ordering problem,"  In this paper, we show that the infinite generalised Stirling matrices
associated with boson strings with one annihilation operator are projective
limits of approximate substitutions, the latter being characterised by a finite
set of algebraic equations.
"
27,The Invar tensor package: Differential invariants of Riemann,"  The long standing problem of the relations among the scalar invariants of the
Riemann tensor is computationally solved for all 6x10^23 objects with up to 12
derivatives of the metric. This covers cases ranging from products of up to 6
undifferentiated Riemann tensors to cases with up to 10 covariant derivatives
of a single Riemann. We extend our computer algebra system Invar to produce
within seconds a canonical form for any of those objects in terms of a basis.
The process is as follows: (1) an invariant is converted in real time into a
canonical form with respect to the permutation symmetries of the Riemann
tensor; (2) Invar reads a database of more than 6x10^5 relations and applies
those coming from the cyclic symmetry of the Riemann tensor; (3) then applies
the relations coming from the Bianchi identity, (4) the relations coming from
commutations of covariant derivatives, (5) the dimensionally-dependent
identities for dimension 4, and finally (6) simplifies invariants that can be
expressed as product of dual invariants. Invar runs on top of the tensor
computer algebra systems xTensor (for Mathematica) and Canon (for Maple).
"
28,Kolmogorov Complexity Theory over the Reals,"  Kolmogorov Complexity constitutes an integral part of computability theory,
information theory, and computational complexity theory -- in the discrete
setting of bits and Turing machines. Over real numbers, on the other hand, the
BSS-machine (aka real-RAM) has been established as a major model of
computation. This real realm has turned out to exhibit natural counterparts to
many notions and results in classical complexity and recursion theory; although
usually with considerably different proofs. The present work investigates
similarities and differences between discrete and real Kolmogorov Complexity as
introduced by Montana and Pardo (1998).
"
29,Reconstruction of eye movements during blinks,"  In eye movement research in reading, the amount of data plays a crucial role
for the validation of results. A methodological problem for the analysis of the
eye movement in reading are blinks, when readers close their eyes. Blinking
rate increases with increasing reading time, resulting in high data losses,
especially for older adults or reading impaired subjects. We present a method,
based on the symbolic sequence dynamics of the eye movements, that reconstructs
the horizontal position of the eyes while the reader blinks. The method makes
use of an observed fact that the movements of the eyes before closing or after
opening contain information about the eyes movements during blinks. Test
results indicate that our reconstruction method is superior to methods that use
simpler interpolation approaches. In addition, analyses of the reconstructed
data show no significant deviation from the usual behavior observed in readers.
"
30,Using Alloy to model-check visual design notations,"  This paper explores the process of validation for the abstract syntax of a
graphical notation. We define an unified specification for five of the UML
diagrams used by the Discovery Method and, in this document, we illustrate how
diagrams can be represented in Alloy and checked against our specification in
order to know if these are valid under the Discovery notation.
"
31,xPerm: fast index canonicalization for tensor computer algebra,"  We present a very fast implementation of the Butler-Portugal algorithm for
index canonicalization with respect to permutation symmetries. It is called
xPerm, and has been written as a combination of a Mathematica package and a C
subroutine. The latter performs the most demanding parts of the computations
and can be linked from any other program or computer algebra system. We
demonstrate with tests and timings the effectively polynomial performance of
the Butler-Portugal algorithm with respect to the number of indices, though we
also show a case in which it is exponential. Our implementation handles generic
tensorial expressions with several dozen indices in hundredths of a second, or
one hundred indices in a few seconds, clearly outperforming all other current
canonicalizers. The code has been already under intensive testing for several
years and has been essential in recent investigations in large-scale tensor
computer algebra.
"
32,On the Computation of the Topology of a Non-Reduced Implicit Space Curve,"  An algorithm is presented for the computation of the topology of a
non-reduced space curve defined as the intersection of two implicit algebraic
surfaces. It computes a Piecewise Linear Structure (PLS) isotopic to the
original space curve. The algorithm is designed to provide the exact result for
all inputs. It's a symbolic-numeric algorithm based on subresultant
computation. Simple algebraic criteria are given to certify the output of the
algorithm. The algorithm uses only one projection of the non-reduced space
curve augmented with adjacency information around some ""particular points"" of
the space curve. The algorithm is implemented with the Mathemagix Computer
Algebra System (CAS) using the SYNAPS library as a backend.
"
33,Compressed Modular Matrix Multiplication,"  We propose to store several integers modulo a small prime into a single
machine word. Modular addition is performed by addition and possibly
subtraction of a word containing several times the modulo. Modular
Multiplication is not directly accessible but modular dot product can be
performed by an integer multiplication by the reverse integer. Modular
multiplication by a word containing a single residue is a also possible.
Therefore matrix multiplication can be performed on such a compressed storage.
We here give bounds on the sizes of primes and matrices for which such a
compression is possible. We also explicit the details of the required
compressed arithmetic routines.
"
34,"Two Algorithms for Solving A General Backward Pentadiagonal Linear
  Systems","  In this paper we present an efficient computational and symbolic algorithms
for solving a backward pentadiagonal linear systems. The implementation of the
algorithms using Computer Algebra Systems (CAS) such as MAPLE, MACSYMA,
MATHEMATICA, and MATLAB are straightforward. An examples are given in order to
illustrate the algorithms. The symbolic algorithm is competitive the other
methods for solving a backward pentadiagonal linear systems.
"
35,"Towards a Symbolic-Numeric Method to Compute Puiseux Series: The Modular
  Part","  We have designed a new symbolic-numeric strategy to compute efficiently and
accurately floating point Puiseux series defined by a bivariate polynomial over
an algebraic number field. In essence, computations modulo a well chosen prime
$p$ are used to obtain the exact information required to guide floating point
computations. In this paper, we detail the symbolic part of our algorithm:
First of all, we study modular reduction of Puiseux series and give a good
reduction criterion to ensure that the information required by the numerical
part is preserved. To establish our results, we introduce a simple modification
of classical Newton polygons, that we call ""generic Newton polygons"", which
happen to be very convenient. Then, we estimate the arithmetic complexity of
computing Puiseux series over finite fields and improve known bounds. Finally,
we give bit-complexity bounds for deterministic and randomized versions of the
symbolic part. The details of the numerical part will be described in a
forthcoming paper.
"
36,Decomposing replicable functions,"  We describe an algorithm to decompose rational functions from which we
determine the poset of groups fixing these functions.
"
37,Twenty-Five Moves Suffice for Rubik's Cube,"  How many moves does it take to solve Rubik's Cube? Positions are known that
require 20 moves, and it has already been shown that there are no positions
that require 27 or more moves; this is a surprisingly large gap. This paper
describes a program that is able to find solutions of length 20 or less at a
rate of more than 16 million positions a second. We use this program, along
with some new ideas and incremental improvements in other techniques, to show
that there is no position that requires 26 moves.
"
38,Preferred extensions as stable models,"  Given an argumentation framework AF, we introduce a mapping function that
constructs a disjunctive logic program P, such that the preferred extensions of
AF correspond to the stable models of P, after intersecting each stable model
with the relevant atoms. The given mapping function is of polynomial size
w.r.t. AF. In particular, we identify that there is a direct relationship
between the minimal models of a propositional formula and the preferred
extensions of an argumentation framework by working on representing the
defeated arguments. Then we show how to infer the preferred extensions of an
argumentation framework by using UNSAT algorithms and disjunctive stable model
solvers. The relevance of this result is that we define a direct relationship
between one of the most satisfactory argumentation semantics and one of the
most successful approach of non-monotonic reasoning i.e., logic programming
with the stable model semantics.
"
39,On Ritt's decomposition Theorem in the case of finite fields,"  A classical theorem by Ritt states that all the complete decomposition chains
of a univariate polynomial satisfying a certain tameness condition have the
same length. In this paper we present our conclusions about the generalization
of these theorem in the case of finite coefficient fields when the tameness
condition is dropped.
"
40,Differentiation of Kaltofen's division-free determinant algorithm,"  Kaltofen has proposed a new approach in [Kaltofen 1992] for computing matrix
determinants. The algorithm is based on a baby steps/giant steps construction
of Krylov subspaces, and computes the determinant as the constant term of a
characteristic polynomial. For matrices over an abstract field and by the
results of Baur and Strassen 1983, the determinant algorithm, actually a
straight-line program, leads to an algorithm with the same complexity for
computing the adjoint of a matrix [Kaltofen 1992]. However, the latter is
obtained by the reverse mode of automatic differentiation and somehow is not
``explicit''. We study this adjoint algorithm, show how it can be implemented
(without resorting to an automatic transformation), and demonstrate its use on
polynomial matrices.
"
41,On decomposition of tame polynomials and rational functions,"  In this paper we present algorithmic considerations and theoretical results
about the relation between the orders of certain groups associated to the
components of a polynomial and the order of the group that corresponds to the
polynomial, proving it for arbitrary tame polynomials, and considering the case
of rational functions.
"
42,Computation of unirational fields,"  One of the main contributions which Volker Weispfenning made to mathematics
is related to Groebner bases theory. In this paper we present an algorithm for
computing all algebraic intermediate subfields in a separably generated
unirational field extension (which in particular includes the zero
characteristic case). One of the main tools is Groebner bases theory. Our
algorithm also requires computing primitive elements and factoring over
algebraic extensions. Moreover, the method can be extended to finitely
generated K-algebras.
"
43,"Building counterexamples to generalizations for rational functions of
  Ritt's decomposition theorem","  The classical Ritt's Theorems state several properties of univariate
polynomial decomposition. In this paper we present new counterexamples to
Ritt's first theorem, which states the equality of length of decomposition
chains of a polynomial, in the case of rational functions. Namely, we provide
an explicit example of a rational function with coefficients in Q and two
decompositions of different length.
  Another aspect is the use of some techniques that could allow for other
counterexamples, namely, relating groups and decompositions and using the fact
that the alternating group A_4 has two subgroup chains of different lengths;
and we provide more information about the generalizations of another property
of polynomial decomposition: the stability of the base field. We also present
an algorithm for computing the fixing group of a rational function providing
the complexity over Q.
"
44,Computation of unirational fields (extended abstract),"  In this paper we present an algorithm for computing all algebraic
intermediate subfields in a separably generated unirational field extension
(which in particular includes the zero characteristic case). One of the main
tools is Groebner bases theory. Our algorithm also requires computing computing
primitive elements and factoring over algebraic extensions. Moreover, the
method can be extended to finitely generated K-algebras.
"
45,Schemes for Deterministic Polynomial Factoring,"  In this work we relate the deterministic complexity of factoring polynomials
(over finite fields) to certain combinatorial objects we call m-schemes. We
extend the known conditional deterministic subexponential time polynomial
factoring algorithm for finite fields to get an underlying m-scheme. We
demonstrate how the properties of m-schemes relate to improvements in the
deterministic complexity of factoring polynomials over finite fields assuming
the generalized Riemann Hypothesis (GRH). In particular, we give the first
deterministic polynomial time algorithm (assuming GRH) to find a nontrivial
factor of a polynomial of prime degree n where (n-1) is a smooth number.
"
46,"Products of Ordinary Differential Operators by Evaluation and
  Interpolation","  It is known that multiplication of linear differential operators over ground
fields of characteristic zero can be reduced to a constant number of matrix
products. We give a new algorithm by evaluation and interpolation which is
faster than the previously-known one by a constant factor, and prove that in
characteristic zero, multiplication of differential operators and of matrices
are computationally equivalent problems. In positive characteristic, we show
that differential operators can be multiplied in nearly optimal time.
Theoretical results are validated by intensive experiments.
"
47,Power Series Composition and Change of Basis,"  Efficient algorithms are known for many operations on truncated power series
(multiplication, powering, exponential, ...). Composition is a more complex
task. We isolate a large class of power series for which composition can be
performed efficiently. We deduce fast algorithms for converting polynomials
between various bases, including Euler, Bernoulli, Fibonacci, and the
orthogonal Laguerre, Hermite, Jacobi, Krawtchouk, Meixner and
Meixner-Pollaczek.
"
48,Fast Conversion Algorithms for Orthogonal Polynomials,"  We discuss efficient conversion algorithms for orthogonal polynomials. We
describe a known conversion algorithm from an arbitrary orthogonal basis to the
monomial basis, and deduce a new algorithm of the same complexity for the
converse operation.
"
49,"""E pluribus unum"" or How to Derive Single-equation Descriptions for
  Output-quantities in Nonlinear Circuits using Differential Algebra","  In this paper we describe by a number of examples how to deduce one single
characterizing higher order differential equation for output quantities of an
analog circuit.
  In the linear case, we apply basic ""symbolic"" methods from linear algebra to
the system of differential equations which is used to model the analog circuit.
For nonlinear circuits and their corresponding nonlinear differential
equations, we show how to employ computer algebra tools implemented in Maple,
which are based on differential algebra.
"
50,Experiments in Model-Checking Optimistic Replication Algorithms,"  This paper describes a series of model-checking experiments to verify
optimistic replication algorithms based on Operational Transformation (OT)
approach used for supporting collaborative edition. We formally define, using
tool UPPAAL, the behavior and the main consistency requirement (i.e.
convergence property) of the collaborative editing systems, as well as the
abstract behavior of the environment where these systems are supposed to
operate. Due to data replication and the unpredictable nature of user
interactions, such systems have infinitely many states. So, we show how to
exploit some features of the UPPAAL specification language to attenuate the
severe state explosion problem. Two models are proposed. The first one, called
concrete model, is very close to the system implementation but runs up against
a severe explosion of states. The second model, called symbolic model, aims to
overcome the limitation of the concrete model by delaying the effective
selection and execution of editing operations until the construction of
symbolic execution traces of all sites is completed. Experimental results have
shown that the symbolic model allows a significant gain in both space and time.
Using the symbolic model, we have been able to show that if the number of sites
exceeds 2 then the convergence property is not satisfied for all OT algorithms
considered here. A counterexample is provided for every algorithm.
"
51,Symbolic computations in differential geometry,"  We introduce the C++ library Wedge, based on GiNaC, for symbolic computations
in differential geometry. We show how Wedge makes it possible to use the
language C++ to perform such computations, and illustrate some advantages of
this approach with explicit examples. In particular, we describe a short
program to determine whether a given linear exterior differential system is
involutive.
"
52,Hochschild Homology and Cohomology of Klein Surfaces,"  Within the framework of deformation quantization, a first step towards the
study of star-products is the calculation of Hochschild cohomology. The aim of
this article is precisely to determine the Hochschild homology and cohomology
in two cases of algebraic varieties. On the one hand, we consider singular
curves of the plane; here we recover, in a different way, a result proved by
Fronsdal and make it more precise. On the other hand, we are interested in
Klein surfaces. The use of a complex suggested by Kontsevich and the help of
Groebner bases allow us to solve the problem.
"
53,"A Simple Dynamic Mind-map Framework To Discover Associative
  Relationships in Transactional Data Streams","  In this paper, we informally introduce dynamic mind-maps that represent a new
approach on the basis of a dynamic construction of connectionist structures
during the processing of a data stream. This allows the representation and
processing of recursively defined structures and avoids the problem of a more
traditional, fixed-size architecture with the processing of input structures of
unknown size. For a data stream analysis with association discovery, the
incremental analysis of data leads to results on demand. Here, we describe a
framework that uses symbolic cells to calculate associations based on
transactional data streams as it exists in e.g. bibliographic databases. We
follow a natural paradigm of applying simple operations on cells yielding on a
mind-map structure that adapts over time.
"
54,Grammatical Evolution with Restarts for Fast Fractal Generation,"  In a previous work, the authors proposed a Grammatical Evolution algorithm to
automatically generate Lindenmayer Systems which represent fractal curves with
a pre-determined fractal dimension. This paper gives strong statistical
evidence that the probability distributions of the execution time of that
algorithm exhibits a heavy tail with an hyperbolic probability decay for long
executions, which explains the erratic performance of different executions of
the algorithm. Three different restart strategies have been incorporated in the
algorithm to mitigate the problems associated to heavy tail distributions: the
first assumes full knowledge of the execution time probability distribution,
the second and third assume no knowledge. These strategies exploit the fact
that the probability of finding a solution in short executions is
non-negligible and yield a severe reduction, both in the expected execution
time (up to one order of magnitude) and in its variance, which is reduced from
an infinite to a finite value.
"
55,"Aplicacion de la descomposicion racional univariada a monstrous
  moonshine (in Spanish)","  This paper shows how to use Computational Algebra techniques, namely the
decomposition of rational functions in one variable, to explore a certain set
of modular functions, called replicable functions, that arise in Monstrous
Moonshine. In particular, we have computed all the rational relations with
coefficients in Z between pairs of replicable functions.
  -----
  En este articulo mostramos como usar tecnicas de Algebra Computacional,
concretamente la descomposcion de funciones racionales univariadas, para
estudiar un cierto conjunto de funciones modulares, llamadas funciones
replicables, que aparecen en Monstrous Moonshine. En concreto, hemos calculado
todas las relaciones racionales con coeficientes en Z entre pares de funciones
replicables.
"
56,Computing the fixing group of a rational function,"  Let G=Aut_K (K(x)) be the Galois group of the transcendental degree one pure
field extension K(x)/K. In this paper we describe polynomial time algorithms
for computing the field Fix(H) fixed by a subgroup H < G and for computing the
fixing group G_f of a rational function f in K(x).
"
57,"Unirational fields of transcendence degree one and functional
  decomposition","  In this paper we present an algorithm to compute all unirational fields of
transcendence degree one containing a given finite set of multivariate rational
functions. In particular, we provide an algorithm to decompose a multivariate
rational function f of the form f=g(h), where g is a univariate rational
function and h a multivariate one.
"
58,"Determination of the basis of the space of all root functionals of a
  system of polynomial equations and of the basis of its ideal by the operation
  of the extension of bounded root functionals","  It is proposed the algorithm that find a basis of the ideal and a basis of
the space of all root functionals by using the extension operation for bounded
root functionals, when the number of polynomials is equal to the number of
variables, if it is known that the ideal of polynomials is 0-dimensional. The
asyptotic complexity of this algorithm is d^{O(n)} operations, where n is the
number of polynomials and the number of variables, d is the maximal degree of
polynomials. The extension operation has connection with the multivariate
Bezoutian construction.
"
