,title,abstract
22,Immunity and Pseudorandomness of Context-Free Languages,"  We discuss the computational complexity of context-free languages,
concentrating on two well-known structural properties---immunity and
pseudorandomness. An infinite language is REG-immune (resp., CFL-immune) if it
contains no infinite subset that is a regular (resp., context-free) language.
We prove that (i) there is a context-free REG-immune language outside REG/n and
(ii) there is a REG-bi-immune language that can be computed deterministically
using logarithmic space. We also show that (iii) there is a CFL-simple set,
where a CFL-simple language is an infinite context-free language whose
complement is CFL-immune. Similar to the REG-immunity, a REG-primeimmune
language has no polynomially dense subsets that are also regular. We further
prove that (iv) there is a context-free language that is REG/n-bi-primeimmune.
Concerning pseudorandomness of context-free languages, we show that (v) CFL
contains REG/n-pseudorandom languages. Finally, we prove that (vi) against
REG/n, there exists an almost 1-1 pseudorandom generator computable in
nondeterministic pushdown automata equipped with a write-only output tape and
(vii) against REG, there is no almost 1-1 weakly pseudorandom generator
computable deterministically in linear time by a single-tape Turing machine.
"
23,Weak Mso with the Unbounding Quantifier,"  A new class of languages of infinite words is introduced, called the
max-regular languages, extending the class of $\omega$-regular languages. The
class has two equivalent descriptions: in terms of automata (a type of
deterministic counter automaton), and in terms of logic (weak monadic
second-order logic with a bounding quantifier). Effective translations between
the logic and automata are given.
"
24,Qualitative Concurrent Stochastic Games with Imperfect Information,"  We study a model of games that combines concurrency, imperfect information
and stochastic aspects. Those are finite states games in which, at each round,
the two players choose, simultaneously and independently, an action. Then a
successor state is chosen accordingly to some fixed probability distribution
depending on the previous state and on the pair of actions chosen by the
players. Imperfect information is modeled as follows: both players have an
equivalence relation over states and, instead of observing the exact state,
they only know to which equivalence class it belongs. Therefore, if two partial
plays are indistinguishable by some player, he should behave the same in both
of them. We consider reachability (does the play eventually visit a final
state?) and B\""uchi objective (does the play visit infinitely often a final
state?). Our main contribution is to prove that the following problem is
complete for 2-ExpTime: decide whether the first player has a strategy that
ensures her to almost-surely win against any possible strategy of her oponent.
We also characterise those strategies needed by the first player to
almost-surely win.
"
25,Ambiguity and Communication,"  The ambiguity of a nondeterministic finite automaton (NFA) N for input size n
is the maximal number of accepting computations of N for an input of size n.
For all k, r 2 N we construct languages Lr,k which can be recognized by NFA's
with size k poly(r) and ambiguity O(nk), but Lr,k has only NFA's with
exponential size, if ambiguity o(nk) is required. In particular, a hierarchy
for polynomial ambiguity is obtained, solving a long standing open problem
(Ravikumar and Ibarra, 1989, Leung, 1998).
"
26,"B\""uchi complementation made tight","  The precise complexity of complementing B\""uchi automata is an intriguing and
long standing problem. While optimal complementation techniques for finite
automata are simple - it suffices to determinize them using a simple subset
construction and to dualize the acceptance condition of the resulting automaton
- B\""uchi complementation is more involved. Indeed, the construction of an
EXPTIME complementation procedure took a quarter of a century from the
introduction of B\""uchi automata in the early 60s, and stepwise narrowing the
gap between the upper and lower bound to a simple exponent (of (6e)n for
B\""uchi automata with n states) took four decades. While the distance between
the known upper (O'(0.96 n)n') and lower ('(0.76 n)n') bound on the required
number of states has meanwhile been significantly reduced, an exponential
factor remains between them. Also, the upper bound on the size of the
complement automaton is not linear in the bound of its state space. These gaps
are unsatisfactory from a theoretical point of view, but also because B\""uchi
complementation is a useful tool in formal verification, in particular for the
language containment problem. This paper proposes a B\""uchi complementation
algorithm whose complexity meets, modulo a quadratic (O(n2)) factor, the known
lower bound for B\""uchi complementation. It thus improves over previous
constructions by an exponential factor and concludes the quest for optimal
B\""uchi complementation algorithms.
"
27,Pseudorandom Generators Against Advised Context-Free Languages,"  Pseudorandomness has played a central role in modern cryptography, finding
theoretical and practical applications to various fields of computer science. A
function that generates pseudorandom strings from shorter but truly random
seeds is known as a pseudorandom generator. Our generators are designed to fool
languages (or equivalently, Boolean-valued functions). In particular, our
generator fools advised context-free languages, namely, context-free languages
assisted by external information known as advice, and moreover our generator is
made almost one-to-one, stretching $n$-bit seeds to $n+1$ bits. We explicitly
construct such a pseudorandom generator, which is computed by a deterministic
Turing machine using logarithmic space and also belongs to CFLMV(2)/n---a
functional extension of the 2-conjunctive closure of CFL with the help of
appropriate deterministic advice. In contrast, we show that there is no almost
one-to-one pseudorandom generator against context-free languages if we demand
that it should be computed by a nondeterministic pushdown automaton equipped
with a write-only output tape. Our generator naturally extends known
pseudorandom generators against advised regular languages. Our proof of the
CFL/n-pseudorandomness of the generator is quite elementary, and in particular,
one part of the proof utilizes a special feature of the behaviors of
nondeterministic pushdown automata, called a swapping property, which is
interesting in its own right, generalizing the swapping lemma for context-free
languages.
"
28,Decompositions of Grammar Constraints,"  A wide range of constraints can be compactly specified using automata or
formal languages. In a sequence of recent papers, we have shown that an
effective means to reason with such specifications is to decompose them into
primitive constraints. We can then, for instance, use state of the art SAT
solvers and profit from their advanced features like fast unit propagation,
clause learning, and conflict-based search heuristics. This approach holds
promise for solving combinatorial problems in scheduling, rostering, and
configuration, as well as problems in more diverse areas like bioinformatics,
software testing and natural language processing. In addition, decomposition
may be an effective method to propagate other global constraints.
"
29,On the Morse-Hedlund complexity gap,"  In 1938, Morse and Hedlund proved that the subword complexity function of an
infinite word is either bounded or at least linearly growing. In 1982,
Ehrenfeucht and Rozenberg proved that this gap property holds for the subword
complexity function of any language. The aim of the present paper is to present
a self-contained, compact proof of Ehrenfeucht and Rozenberg's result.
"
30,A new universal cellular automaton on the ternary heptagrid,"  In this paper, we construct a new weakly universal cellular automaton on the
ternary heptagrid. The previous result, obtained by the same author and Y. Song
required six states only. This time, the number of states is four. This is the
best result up to date for cellular automata in the hyperbolic plane.
"
31,Bottom-up rewriting for words and terms,"  For the whole class of linear term rewriting systems, we define
\emph{bottom-up rewriting} which is a restriction of the usual notion of
rewriting. We show that bottom-up rewriting effectively inverse-preserves
recognizability and analyze the complexity of the underlying construction. The
Bottom-Up class (BU) is, by definition, the set of linear systems for which
every derivation can be replaced by a bottom-up derivation. Membership to BU
turns out to be undecidable, we are thus lead to define more restricted
classes: the classes SBU(k), k in N of Strongly Bottom-Up(k) systems for which
we show that membership is decidable. We define the class of Strongly Bottom-Up
systems by SBU = U_{k in \} SBU(k). We give a polynomial sufficient condition
for a system to be in $\SBU$. The class SBU contains (strictly) several classes
of systems which were already known to inverse preserve recognizability: the
inverse left-basic semi-Thue systems (viewed as unary term rewriting systems),
the linear growing term rewriting systems, the inverse
Linear-Finite-Path-Ordering systems.
"
32,Fuzzy Chemical Abstract Machines,"  Fuzzy set theory opens new vistas in computability theory and here I show
this by defining a new computational metaphor--the fuzzy chemical metaphor.
This metaphor is an extension of the chemical metaphor. In particular, I
introduce the idea of a state of a system as a solution of fuzzy molecules,
that is molecules that are not just different but rather similar, that react
according to a set of fuzzy reaction rules. These notions become precise by
introducing fuzzy labeled transition systems. Solutions of fuzzy molecules and
fuzzy reaction rules are used to define the general notion of a fuzzy chemical
abstract machine, which is a {\em realization} of the fuzzy chemical metaphor.
Based on the idea that these machines can be used to describe the operational
semantics of process calculi and algebras that include fuzziness as a
fundamental property, I present a toy calculus that is a fuzzy equivalent of
the $\pi$-calculus.
"
33,Sequences close to periodic,"  The paper is a survey of notions and results related to classical and new
generalizations of the notion of a periodic sequence. The topics related to
almost periodicity in combinatorics on words, symbolic dynamics, expressibility
in logical theories, algorithmic computability, Kolmogorov complexity, number
theory, are discussed.
"
34,On polynomial growth functions of D0L-systems,"  The aim of this paper is to prove that every polynomial function that maps
the natural integers to the positive integers is the growth function of some
D0L-system.
"
35,The equality problem for infinite words generated by primitive morphisms,"  We study the equality problem for infinite words obtained by iterating
morphisms. In particular, we give a practical algorithm to decide whether or
not two words generated by primitive morphisms are equal.
"
36,One-Counter Markov Decision Processes,"  We study the computational complexity of central analysis problems for
One-Counter Markov Decision Processes (OC-MDPs), a class of finitely-presented,
countable-state MDPs. OC-MDPs are equivalent to a controlled extension of
(discrete-time) Quasi-Birth-Death processes (QBDs), a stochastic model studied
heavily in queueing theory and applied probability. They can thus be viewed as
a natural ``adversarial'' version of a classic stochastic model. Alternatively,
they can also be viewed as a natural probabilistic/controlled extension of
classic one-counter automata. OC-MDPs also subsume (as a very restricted
special case) a recently studied MDP model called ``solvency games'' that model
a risk-averse gambling scenario. Basic computational questions about these
models include ``termination'' questions and ``limit'' questions, such as the
following: does the controller have a ``strategy'' (or ``policy'') to ensure
that the counter (which may for example count the number of jobs in the queue)
will hit value 0 (the empty queue) almost surely (a.s.)? Or that it will have
infinite limsup value, a.s.? Or, that it will hit value 0 in selected terminal
states, a.s.? Or, in case these are not satisfied a.s., compute the maximum
(supremum) such probability over all strategies. We provide new upper and lower
bounds on the complexity of such problems. For some of them we present a
polynomial-time algorithm, whereas for others we show PSPACE- or BH-hardness
and give an EXPTIME upper bound. Our upper bounds combine techniques from the
theory of MDP reward models, the theory of random walks, and a variety of
automata-theoretic methods.
"
37,State complexity of orthogonal catenation,"  A language $L$ is the orthogonal catenation of languages $L_1$ and $L_2$ if
every word of $L$ can be written in a unique way as a catenation of a word in
$L_1$ and a word in $L_2$. We establish a tight bound for the state complexity
of orthogonal catenation of regular languages. The bound is smaller than the
bound for arbitrary catenation.
"
38,"Relation between the Usual Order and the Enumeration Orders of Elements
  of r.e. Sets","  In this paper, we have compared r.e. sets based on their enumeration orders
with Turing machines. Accordingly, we have defined novel concept uniformity for
Turing machines and r.e. sets and have studied some relationships between
uniformity and both one-reducibility and Turing reducibility. Furthermore, we
have defined type-2 uniformity concept and studied r.e. sets and Turing
machines based on this concept. In the end, we have introduced a new structure
called Turing Output Binary Search Tree that helps us lighten some ideas.
"
39,"Linear-Space Computation of the Edit-Distance between a String and a
  Finite Automaton","  The problem of computing the edit-distance between a string and a finite
automaton arises in a variety of applications in computational biology, text
processing, and speech recognition. This paper presents linear-space algorithms
for computing the edit-distance between a string and an arbitrary weighted
automaton over the tropical semiring, or an unambiguous weighted automaton over
an arbitrary semiring. It also gives an efficient linear-space algorithm for
finding an optimal alignment of a string and such a weighted automaton.
"
40,Descriptional complexity of bounded context-free languages,"  Finite-turn pushdown automata (PDA) are investigated concerning their
descriptional complexity. It is known that they accept exactly the class of
ultralinear context-free languages. Furthermore, the increase in size when
converting arbitrary PDAs accepting ultralinear languages to finite-turn PDAs
cannot be bounded by any recursive function. The latter phenomenon is known as
non-recursive trade-off. In this paper, finite-turn PDAs accepting bounded
languages are considered. First, letter-bounded languages are studied. We prove
that in this case the non-recursive trade-off is reduced to a recursive
trade-off, more precisely, to an exponential trade-off. A conversion algorithm
is presented and the optimality of the construction is shown by proving tight
lower bounds. Furthermore, the question of reducing the number of turns of a
given finite-turn PDA is studied. Again, a conversion algorithm is provided
which shows that in this case the trade-off is at most polynomial. Finally, the
more general case of word-bounded languages is investigated. We show how the
results obtained for letter-bounded languages can be extended to word-bounded
languages.
"
41,A proof of Dejean's conjecture,"  We prove Dejean's conjecture. Specifically, we show that Dejean's conjecture
holds for the last remaining open values of n, namely 15 <= n <= 26.
"
42,Matrix Graph Grammars as a Model of Computation,"  Matrix Graph Grammars (MGG) is a novel approach to the study of graph
dynamics ([15]). In the present contribution we look at MGG as a formal grammar
and as a model of computation, which is a necessary step in the more ambitious
program of tackling complexity theory through MGG. We also study its relation
with other well-known models such as Turing machines (TM) and Boolean circuits
(BC) as well as non-determinism. As a side effect, all techniques available for
MGG can be applied to TMs and BCs.
"
43,Deterministic pushdown automata and unary languages,"  The simulation of deterministic pushdown automata defined over a one-letter
alphabet by finite state automata is investigated from a descriptional
complexity point of view. We show that each unary deterministic pushdown
automaton of size s can be simulated by a deterministic finite automaton with a
number of states that is exponential in s. We prove that this simulation is
tight. Furthermore, its cost cannot be reduced even if it is performed by a
two-way nondeterministic automaton. We also prove that there are unary
languages for which deterministic pushdown automata cannot be exponentially
more succinct than finite automata. In order to state this result, we
investigate the conversion of deterministic pushdown automata into context-free
grammars. We prove that in the unary case the number of variables in the
resulting grammar is strictly smaller than the number of variables needed in
the case of nonunary alphabets.
"
44,"Nondeterministic one-tape off-line Turing machines and their time
  complexity","  In this paper we consider the time and the crossing sequence complexities of
one-tape off-line Turing machines. We show that the running time of each
nondeterministic machine accepting a nonregular language must grow at least as
n\log n, in the case all accepting computations are considered (accept
measure). We also prove that the maximal length of the crossing sequences used
in accepting computations must grow at least as \log n. On the other hand, it
is known that if the time is measured considering, for each accepted string,
only the faster accepting computation (weak measure), then there exist
nonregular languages accepted in linear time. We prove that under this measure,
each accepting computation should exhibit a crossing sequence of length at
least \log\log n. We also present efficient implementations of algorithms
accepting some unary nonregular languages.
"
45,"Modeling System Safety Requirements Using Input/Output Constraint
  Meta-Automata","  Most recent software related accidents have been system accidents. To
validate the absence of system hazards concerning dysfunctional interactions,
industrials call for approaches of modeling system safety requirements and
interaction constraints among components and with environments (e.g., between
humans and machines). This paper proposes a framework based on input/output
constraint meta-automata, which restricts system behavior at the meta level.
This approach can formally model safe interactions between a system and its
environment or among its components. This framework differs from the framework
of the traditional model checking. It explicitly separates the tasks of product
engineers and safety engineers, and provides a top-down technique for modeling
a system with safety constraints, and for automatically composing a safe system
that conforms to safety requirements. The contributions of this work include
formalizing system safety requirements and a way of automatically ensuring
system safety.
"
46,Formalizing Safety Requirements Using Controlling Automata,"  Safety is an important element of dependability. It is defined as the absence
of accidents. Most accidents involving software-intensive systems have been
system accidents, which are caused by unsafe inter-system or inter-component
interactions. To validate the absence of system hazards concerning
dysfunctional interactions, industrials call for approaches of modeling system
safety requirements and interaction constraints among components. This paper
proposes such a formalism, namely interface control systems (or shortly
C-Systems). An interface C-System is composed of an interface automaton and a
controlling automaton, which formalizes safe interactions and restricts system
behavior at the meta level. This framework differs from the framework of
traditional model checking. It explicitly separates the tasks of product
engineers and safety engineers, and provides a top-down technique for modeling
a system with safety constraints, and for automatically composing a safe system
that conforms to safety requirements. The contributions of this work include
formalizing safety requirements and a way of automatically ensuring system
safety.
"
47,A Language-theoretic View on Guidelines and Consistency Rules of UML,"  Guidelines and consistency rules of UML are used to control the degrees of
freedom provided by the language to prevent faults. Guidelines are used in
specific domains (e.g., avionics) to recommend the proper use of technologies.
Consistency rules are used to deal with inconsistencies in models. However,
guidelines and consistency rules use informal restrictions on the uses of
languages, which makes checking difficult. In this paper, we consider these
problems from a language-theoretic view. We propose the formalism of C-Systems,
short for ""formal language control systems"". A C-System consists of a
controlled grammar and a controlling grammar. Guidelines and consistency rules
are formalized as controlling grammars that control the uses of UML, i.e. the
derivations using the grammar of UML. This approach can be implemented as a
parser, which can automatically verify the rules on a UML user model in XMI
format. A comparison to related work shows our contribution: a generic top-down
and syntax-based approach that checks language level constraints at
compile-time.
"
48,"Answers to Questions Formulated in the Paper ""On States Observability in
  Deterministic Finite Automata""","  This paper gives answers to questions formulated as open in the paper ""On
State Observability in Deterministic Finite Automata"" by A. Mateescu and Gh.
Paun. Specifically, it demonstrates that for all k >= 2, the families of
regular languages acceptable by deterministic finite automata with no more than
k semi-observable states, denoted by Tk, are anti-AFL's, and that the family T1
differs in the closure property under Kleene +.
"
49,"Lexicographically least words in the orbit closure of the Rudin-Shapiro
  word","  We give an effective characterization of the lexicographically least word in
the orbit closure of the Rudin-Shapiro word w having a specified prefix. In
particular, the lexicographically least word in the orbit closure of the
Rudin-Shapiro word is 0w. This answers a question Allouche et al.
"
50,The cost of being co-Buchi is nonlinear,"  It is well known, and easy to see, that not each nondeterministic Buchi
automaton on infinite words can be simulated by a nondeterministic co-Buchi
automaton. We show that in the cases when such a simulation is possible, the
number of states needed for it can grow nonlinearly. More precisely, we show a
sequence of - as we believe, simple and elegant - languages which witness the
existence of a nondeterministic Buchi automaton with n states, which can be
simulated by a nondeterministic co-Buchi automaton, but cannot be simulated by
any nondeterministic co-Buchi automaton with less than c*n^{7/6} states for
some constant c. This improves on the best previously known lower bound of
3(n-1)/2.
"
51,2D cellular automata: dynamics and undecidability,"  In this paper we introduce the notion of quasi-expansivity for 2D CA and we
show that it shares many properties with expansivity (that holds only for 1D
CA). Similarly, we introduce the notions of quasi-sensitivity and prove that
the classical dichotomy theorem holds in this new setting. Moreover, we show a
tight relation between closingness and openness for 2D CA. Finally, the
undecidability of closingness property for 2D CA is proved.
"
52,Properties of quasi-alphabetic tree bimorphisms,"  We study the class of quasi-alphabetic relations, i.e., tree transformations
defined by tree bimorphisms with two quasi-alphabetic tree homomorphisms and a
regular tree language. We present a canonical representation of these
relations; as an immediate consequence, we get the closure under union. Also,
we show that they are not closed under intersection and complement, and do not
preserve most common operations on trees (branches, subtrees, v-product,
v-quotient, f-top-catenation). Moreover, we prove that the translations defined
by quasi-alphabetic tree bimorphism are exactly products of context-free string
languages. We conclude by presenting the connections between quasi-alphabetic
relations, alphabetic relations and classes of tree transformations defined by
several types of top-down tree transducers. Furthermore, we get that
quasi-alphabetic relations preserve the recognizable and algebraic tree
languages.
"
53,On the Representation of Finite Automata,"  We give an unique string representation, up to isomorphism, for initially
connected deterministic finite automata (ICDFAs) with n states over an alphabet
of k symbols. We show how to generate all these strings for each n and k, and
how its enumeration provides an alternative way to obtain the exact number of
ICDFAs.
"
54,Fragments of first-order logic over infinite words,"  We give topological and algebraic characterizations as well as language
theoretic descriptions of the following subclasses of first-order logic FO[<]
for omega-languages: Sigma_2, FO^2, the intersection of FO^2 and Sigma_2, and
Delta_2 (and by duality Pi_2 and the intersection of FO^2 and Pi_2). These
descriptions extend the respective results for finite words. In particular, we
relate the above fragments to language classes of certain (unambiguous)
polynomials. An immediate consequence is the decidability of the membership
problem of these classes, but this was shown before by Wilke and Bojanczyk and
is therefore not our main focus. The paper is about the interplay of algebraic,
topological, and language theoretic properties.
"
