,title,abstract
10,"Performance of Linear Field Reconstruction Techniques with Noise and
  Uncertain Sensor Locations","  We consider a wireless sensor network, sampling a bandlimited field,
described by a limited number of harmonics. Sensor nodes are irregularly
deployed over the area of interest or subject to random motion; in addition
sensors measurements are affected by noise. Our goal is to obtain a high
quality reconstruction of the field, with the mean square error (MSE) of the
estimate as performance metric. In particular, we analytically derive the
performance of several reconstruction/estimation techniques based on linear
filtering. For each technique, we obtain the MSE, as well as its asymptotic
expression in the case where the field number of harmonics and the number of
sensors grow to infinity, while their ratio is kept constant. Through numerical
simulations, we show the validity of the asymptotic analysis, even for a small
number of sensors. We provide some novel guidelines for the design of sensor
networks when many parameters, such as field bandwidth, number of sensors,
reconstruction quality, sensor motion characteristics, and noise level of the
measures, have to be traded off.
"
11,Bandlimited Field Reconstruction for Wireless Sensor Networks,"  Wireless sensor networks are often used for environmental monitoring
applications. In this context sampling and reconstruction of a physical field
is one of the most important problems to solve. We focus on a bandlimited field
and find under which conditions on the network topology the reconstruction of
the field is successful, with a given probability. We review irregular sampling
theory, and analyze the problem using random matrix theory. We show that even a
very irregular spatial distribution of sensors may lead to a successful signal
reconstruction, provided that the number of collected samples is large enough
with respect to the field bandwidth. Furthermore, we give the basis to
analytically determine the probability of successful field reconstruction.
"
12,"Design of Multistage Decimation Filters Using Cyclotomic Polynomials:
  Optimization and Design Issues","  This paper focuses on the design of multiplier-less decimation filters
suitable for oversampled digital signals. The aim is twofold. On one hand, it
proposes an optimization framework for the design of constituent decimation
filters in a general multistage decimation architecture. The basic building
blocks embedded in the proposed filters belong, for a simple reason, to the
class of cyclotomic polynomials (CPs): the first 104 CPs have a z-transfer
function whose coefficients are simply {-1,0,+1}. On the other hand, the paper
provides a bunch of useful techniques, most of which stemming from some key
properties of CPs, for designing the proposed filters in a variety of
architectures. Both recursive and non-recursive architectures are discussed by
focusing on a specific decimation filter obtained as a result of the
optimization algorithm.
  Design guidelines are provided with the aim to simplify the design of the
constituent decimation filters in the multistage chain.
"
13,"On the Polyphase Decomposition for Design of Generalized Comb Decimation
  Filters","  Generalized comb filters (GCFs) are efficient anti-aliasing decimation
filters with improved selectivity and quantization noise (QN) rejection
performance around the so called folding bands with respect to classical comb
filters.
  In this paper, we address the design of GCF filters by proposing an efficient
partial polyphase architecture with the aim to reduce the data rate as much as
possible after the Sigma-Delta A/D conversion. We propose a mathematical
framework in order to completely characterize the dependence of the frequency
response of GCFs on the quantization of the multipliers embedded in the
proposed filter architecture. This analysis paves the way to the design of
multiplier-less decimation architectures.
  We also derive the impulse response of a sample 3rd order GCF filter used as
a reference scheme throughout the paper.
"
14,RS-232 Led Board,"  This article demonstrates how to develop a Microchip PIC16F84 based device
that supports RS-232 interface with PC. Circuit (LED Board) design and software
development will be discussed. PicBasic Pro Compiler from microEngineering
Labs, Inc. is used for PIC programming. Development of LED Board Control
Console using C/C++ is also briefly discussed. The project requires basic work
experience with Microchip PICs, serial communication and programming.
"
15,"Products of irreducible random matrices in the (Max,+) Algebra","  We consider the recursive equation ``x(n+1)=A(n)x(n)'' where x(n+1) and x(n)
are column vectors of size k and where A(n) is an irreducible random matrix of
size k x k. The matrix-vector multiplication in the (max,+) algebra is defined
by (A(n)x(n))_i= max_j [ A(n)_{ij} +x(n)_j ]. This type of equation can be used
to represent the evolution of Stochastic Event Graphs which include cyclic
Jackson Networks, some manufacturing models and models with general blocking
(such as Kanban). Let us assume that the sequence (A(n))_n is i.i.d or more
generally stationary and ergodic. The main result of the paper states that the
system couples in finite time with a unique stationary regime if and only if
there exists a set of matrices C such that P {A(0) in C} > 0, and the matrices
in C have a unique periodic regime.
"
16,"Further Comments on ""Residue-to-Binary Converters Based on New Chinese
  Remainder Theorems""","  Ananda Mohan suggested that the first New Chinese Remainder Theorem
introduced by Wang can be derived from the constructive proof of the well-known
Chinese Remainder Theorem (CRT) and claimed that Wang's approach is the same as
the one proposed earlier by Huang. Ananda Mohan's proof is however erroneous
and we show here that Wang's New CRT I is a rewriting of an algorithm
previously sketched by Hitz and Kaltofen.
"
17,"Reductionism, emergence, and levels of abstractions","  Can there be independent higher level laws of nature if everything is
reducible to the fundamental laws of physics? The computer science notion of
level of abstraction explains why there can -- illustrating how computational
thinking can solve one of philosophy's most vexing problems.
"
18,"Blocking a transition in a Free Choice net and what it tells about its
  throughput","  In a live and bounded Free Choice Petri net, pick a non-conflicting
transition. Then there exists a unique reachable marking in which no transition
is enabled except the selected one. For a routed live and bounded Free Choice
net, this property is true for any transition of the net. Consider now a live
and bounded stochastic routed Free Choice net, and assume that the routings and
the firing times are independent and identically distributed. Using the above
results, we prove the existence of asymptotic firing throughputs for all
transitions in the net. Furthermore the vector of the throughputs at the
different transitions is explicitly computable up to a multiplicative constant.
"
19,"Modeling Context, Collaboration, and Civilization in End-User
  Informatics","  End-user informatics applications are Internet data web management automation
solutions. These are mass modeling and mass management collaborative communal
consensus solutions. They are made and maintained by managerial, professional,
technical and specialist end-users. In end-user informatics the end-users are
always right. So it becomes necessary for information technology professionals
to understand information and informatics from the end-user perspective.
End-user informatics starts with the observation that practical prose is a mass
consensus communal modeling technology. This high technology is the mechanistic
modeling medium we all use every day in all of our practical pursuits.
Practical information flows are the lifeblood of modern capitalist communities.
But what exactly is practical information? It's ultimately physical
information, but the physics is highly emergent rather than elementary. So
practical reality is just physical reality in deep disguise. Practical prose is
the medium that we all use to model the everyday and elite mechanics of
practical reality. So this is the medium that end-user informatics must
automate and animate.
"
20,"The Accidental Detection Index as a Fault Ordering Heuristic for
  Full-Scan Circuits","  We investigate a new fault ordering heuristic for test generation in
full-scan circuits. The heuristic is referred to as the accidental detection
index. It associates a value ADI (f) with every circuit fault f. The heuristic
estimates the number of faults that will be detected by a test generated for f.
Fault ordering is done such that a fault with a higher accidental detection
index appears earlier in the ordered fault set and targeted earlier during test
generation. This order is effective for generating compact test sets, and for
obtaining a test set with a steep fault coverage curve. Such a test set has
several applications. We present experimental results to demonstrate the
effectiveness of the heuristic.
"
21,Modeling and Propagation of Noisy Waveforms in Static Timing Analysis,"  A technique based on the sensitivity of the output to input waveform is
presented for accurate propagation of delay information through a gate for the
purpose of static timing analysis (STA) in the presence of noise. Conventional
STA tools represent a waveform by its arrival time and slope. However, this is
not an accurate way of modeling the waveform for the purpose of noise analysis.
The key contribution of our work is the development of a method that allows
efficient propagation of equivalent waveforms throughout the circuit.
Experimental results demonstrate higher accuracy of the proposed
sensitivity-based gate delay propagation technique, SGDP, compared to the best
of existing approaches. SGDP is compatible with the current level of gate
characterization in conventional ASIC cell libraries, and as a result, it can
be easily incorporated into commercial STA tools to improve their accuracy.
"
22,RIP: An Efficient Hybrid Repeater Insertion Scheme for Low Power,"  This paper presents a novel repeater insertion algorithm for interconnect
power minimization. The novelty of our approach is in the judicious integration
of an analytical solver and a dynamic programming based method. Specifically,
the analytical solver chooses a concise repeater library and a small set of
repeater location candidates such that the dynamic programming algorithm can be
performed fast with little degradation of the solution quality. In comparison
with previously reported repeater insertion schemes, within comparable
runtimes, our approach achieves up to 37% higher power savings. Moreover, for
the same design quality, our scheme attains a speedup of two orders of
magnitude.
"
23,HEBS: Histogram Equalization for Backlight Scaling,"  In this paper, a method is proposed for finding a pixel transformation
function that maximizes backlight dimming while maintaining a pre-specified
image distortion level for a liquid crystal display. This is achieved by
finding a pixel transformation function, which maps the original image
histogram to a new histogram with lower dynamic range. Next the contrast of the
transformed image is enhanced so as to compensate for brightness loss that
would arise from backlight dimming. The proposed approach relies on an accurate
definition of the image distortion which takes into account both the pixel
value differences and a model of the human visual system and is amenable to
highly efficient hardware realization. Experimental results show that the
histogram equalization for backlight scaling method results in about 45% power
saving with an effective distortion rate of 5% and 65% power saving for a 20%
distortion rate. This is significantly higher power savings compared to
previously reported backlight dimming approaches.
"
24,Noise Figure Evaluation Using Low Cost BIST,"  A technique for evaluating noise figure suitable for BIST implementation is
described. It is based on a low cost single-bit digitizer, which allows the
simultaneous evaluation of noise figure in several test points of the analog
circuit. The method is also able to benefit from SoC resources, like memory and
processing power. Theoretical background and experimental results are presented
in order to demonstrate the feasibility of the approach.
"
25,Efficient Feasibility Analysis for Real-Time Systems with EDF Scheduling,"  This paper presents new fast exact feasibility tests for uniprocessor
real-time systems using preemptive EDF scheduling. Task sets which are accepted
by previously described sufficient tests will be evaluated in nearly the same
time as with the old tests by the new algorithms. Many task sets are not
accepted by the earlier tests despite them beeing feasible. These task sets
will be evaluated by the new algorithms a lot faster than with known exact
feasibility tests. Therefore it is possible to use them for many applications
for which only sufficient test are suitable. Additionally this paper shows that
the best previous known sufficient test, the best known feasibility bound and
the best known approximation algorithm can be derived from these new tests. In
result this leads to an integrated schedulability theory for EDF.
"
26,Q-DPM: An Efficient Model-Free Dynamic Power Management Technique,"  When applying Dynamic Power Management (DPM) technique to pervasively
deployed embedded systems, the technique needs to be very efficient so that it
is feasible to implement the technique on low end processor and tight-budget
memory. Furthermore, it should have the capability to track time varying
behavior rapidly because the time varying is an inherent characteristic of real
world system. Existing methods, which are usually model-based, may not satisfy
the aforementioned requirements. In this paper, we propose a model-free DPM
technique based on Q-Learning. Q-DPM is much more efficient because it removes
the overhead of parameter estimator and mode-switch controller. Furthermore,
its policy optimization is performed via consecutive online trialing, which
also leads to very rapid response to time varying behavior.
"
27,A New Approach to Component Testing,"  Carefully tested electric/electronic components are a requirement for
effective hardware-in-the-loop tests and vehicle tests in automotive industry.
A new method for definition and execution of component tests is described. The
most important advantage of this method is independance from the test stand. It
therefore offers the oppportunity to build up knowledge over a long period of
time and the ability to share this knowledge with different partners.
"
28,Embedded Automotive System Development Process,"  Model based design enables the automatic generation of final-build software
from models for high-volume automotive embedded systems. This paper presents a
framework of processes, methods and tools for the design of automotive embedded
systems. A steer-by-wire system serves as an example.
"
29,"An Iterative Algorithm for Battery-Aware Task Scheduling on Portable
  Computing Platforms","  In this work we consider battery powered portable systems which either have
Field Programmable Gate Arrays (FPGA) or voltage and frequency scalable
processors as their main processing element. An application is modeled in the
form of a precedence task graph at a coarse level of granularity. We assume
that for each task in the task graph several unique design-points are available
which correspond to different hardware implementations for FPGAs and different
voltage-frequency combinations for processors. It is assumed that performance
and total power consumption estimates for each design-point are available for
any given portable platfrom, including the peripheral components such as memory
and display power usage. We present an iterative heuristic algorithm which
finds a sequence of tasks along with an appropriate design-point for each task,
such that a deadline is met and the amount of battery energy used is as small
as possible. A detailed illustrative example along with a case study of a
real-world application of a robotic arm controller which demonstrates the
usefulness of our algorithm is also presented.
"
30,"Exploiting Dynamic Workload Variation in Low Energy Preemptive Task
  Scheduling","  A novel energy reduction strategy to maximally exploit the dynamic workload
variation is proposed for the offline voltage scheduling of preemptive systems.
The idea is to construct a fully-preemptive schedule that leads to minimum
energy consumption when the tasks take on approximately the average execution
cycles yet still guarantees no deadline violation during the worst-case
scenario. End-time for each sub-instance of the tasks obtained from the
schedule is used for the on-line dynamic voltage scaling (DVS) of the tasks.
For the tasks that normally require a small number of cycles but occasionally a
large number of cycles to complete, such a schedule provides more opportunities
for slack utilization and hence results in larger energy saving. The concept is
realized by formulating the problem as a Non-Linear Programming (NLP)
optimization problem. Experimental results show that, by using the proposed
scheme, the total energy consumption at runtime is reduced by as high as 60%
for randomly generated task sets when comparing with the static scheduling
approach only using worst case workload.
"
31,Rapid Generation of Thermal-Safe Test Schedules,"  Overheating has been acknowledged as a major issue in testing complex SOCs.
Several power constrained system-level DFT solutions (power constrained test
scheduling) have recently been proposed to tackle this problem. However, as it
will be shown in this paper, imposing a chip-level maximum power constraint
doesn't necessarily avoid local overheating due to the non-uniform distribution
of power across the chip. This paper proposes a new approach for dealing with
overheating during test, by embedding thermal awareness into test scheduling.
The proposed approach facilitates rapid generation of thermal-safer test
schedules without requiring time-consuming thermal simulations. This is
achieved by employing a low-complexity test session thermal model used to guide
the test schedule generation algorithm. This approach reduces the chances of a
design re-spin due to potential overheating during test.
"
32,System Synthesis for Networks of Programmable Blocks,"  The advent of sensor networks presents untapped opportunities for synthesis.
We examine the problem of synthesis of behavioral specifications into networks
of programmable sensor blocks. The particular behavioral specification we
consider is an intuitive user-created network diagram of sensor blocks, each
block having a pre-defined combinational or sequential behavior. We synthesize
this specification to a new network that utilizes a minimum number of
programmable blocks in place of the pre-defined blocks, thus reducing network
size and hence network cost and power. We focus on the main task of this
synthesis problem, namely partitioning pre-defined blocks onto a minimum number
of programmable blocks, introducing the efficient but effective PareDown
decomposition algorithm for the task. We describe the synthesis and simulation
tools we developed. We provide results showing excellent network size
reductions through such synthesis, and significant speedups of our algorithm
over exhaustive search while obtaining near-optimal results for 15 real network
designs as well as nearly 10,000 randomly generated designs.
"
33,"Access Pattern-Based Code Compression for Memory-Constrained Embedded
  Systems","  As compared to a large spectrum of performance optimizations, relatively
little effort has been dedicated to optimize other aspects of embedded
applications such as memory space requirements, power, real-time
predictability, and reliability. In particular, many modern embedded systems
operate under tight memory space constraints. One way of satisfying these
constraints is to compress executable code and data as much as possible. While
research on code compression have studied efficient hardware and software based
code strategies, many of these techniques do not take application behavior into
account, that is, the same compression/decompression strategy is used
irrespective of the application being optimized. This paper presents a code
compression strategy based on control flow graph (CFG) representation of the
embedded program. The idea is to start with a memory image wherein all basic
blocks are compressed, and decompress only the blocks that are predicted to be
needed in the near future. When the current access to a basic block is over,
our approach also decides the point at which the block could be compressed. We
propose several compression and decompression strategies that try to reduce
memory requirements without excessively increasing the original instruction
cycle counts.
"
34,Mutation Sampling Technique for the Generation of Structural Test Data,"  Our goal is to produce validation data that can be used as an efficient (pre)
test set for structural stuck-at faults. In this paper, we detail an original
test-oriented mutation sampling technique used for generating such data and we
present a first evaluation on these validation data with regard to a structural
test.
"
35,System Level Analysis of the Bluetooth Standard,"  The SystemC modules of the Link Manager Layer and Baseband Layer have been
designed in this work at behavioral level to analyze the performances of the
Bluetooth standard. In particular the probability of the creation of a piconet
in presence of noise in the channel and the power reduction using the sniff and
hold mode have been investigated.
"
36,LC Oscillator Driver for Safety Critical Applications,"  A CMOS harmonic signal LC oscillator driver for automotive applications
working in a harsh environment with high safety critical requirements is
described. The driver can be used with a wide range of external components
parameters (LC resonance network of a sensor). Quality factor of the external
LC network can vary two decades. Amplitude regulation of the driver is
digitally controlled and the DAC is constructed as exponential with
piece-wise-linear (PWL) approximation. Low current consumption for high quality
resonance networks is achieved. Realized oscillator is robust, used in safety
critical application and has low EMC emissions.
"
37,A CMOS-Based Tactile Sensor for Continuous Blood Pressure Monitoring,"  A monolithic integrated tactile sensor array is presented, which is used to
perform non-invasive blood pressure monitoring of a patient. The advantage of
this device compared to a hand cuff based approach is the capability of
recording continuous blood pressure data. The capacitive, membrane-based sensor
device is fabricated in an industrial CMOS-technology combined with post-CMOS
micromachining. The capacitance change is detected by a S?-modulator. The
modulator is operated at a sampling rate of 128kS/s and achieves a resolution
of 12bit with an external decimation filter and an OSR of 128.
"
38,"A Tool and Methodology for AC-Stability Analysis of Continuous-Time
  Closed-Loop Systems","  Presented are a methodology and a DFII-based tool for AC-stability analysis
of a wide variety of closed-loop continuous-time (operational amplifiers and
other linear circuits). The methodology used allows for easy identification and
diagnostics of ac-stability problems including not only main-loop effects but
also local-instability loops in current mirrors, bias circuits and emitter or
source followers without breaking the loop. The results of the analysis are
easy to interpret. Estimated phase margin is readily available. Instability
nodes and loops along with their respective oscillation frequencies are
immediately identified and mapped to the existing circuit nodes thus offering
significant advantages compared to traditional ""black-box"" methods of stability
analysis (Transient Overshoot, Bode and Phase margin plots etc.). The tool for
AC-Stability analysis is written in SKILL? and is fully integrated in DFII?
environment. Its ""push-button"" graphical user interface (GUI) is easy to use
and understand. The tool can be invoked directly from Composer? schematic and
does not require active Analog Artist? session. The tool is not dependent on
the use of a specific fabrication technology or Process Design Kit
customization. It requires OCEAN?, Spectre? and Waveform calculator
capabilities to run.
"
39,An Assembler Driven Verification Methodology (ADVM),"  This paper presents an overview of an assembler driven verification
methodology (ADVM) that was created and implemented for a chip card project at
Infineon Technologies AG. The primary advantage of this methodology is that it
enables rapid porting of directed tests to new targets and derivatives, with
only a minimum amount of code refactoring. As a consequence, considerable
verification development time and effort was saved.
"
40,"Conception individuelle et collective. Approche de l'ergonomie cognitive
  [Individual and Collective Design. The Cognitive-Ergonomics Approach]","  This text presents the cognitive-ergonomics approach to design, in both its
individual and collective form. It focuses on collective design with respect to
individual design. The theoretical framework adopted is that of information
processing, specified for design problems. The cognitive characteristics of
design problems are presented: the effects of their ill-defined character and
of the different types of representation implemented in solving these problems,
amongst others the more or less ""satisficing"" character of the different
possible solutions. The text first describes the cognitive activities
implemented in both individual and collective design: different types of
control activities and of the executive activities of solution development and
evaluation. Specific collective-design characteristics are then presented:
co-design and distributed-design activities, temporo-operative and cognitive
synchronisation, and different types of argumentation, of co-designers'
intervention modes in the design process, of solution-proposals evaluation. The
paper concludes by a confrontation between the two types of design, individual
and collective.
"
41,"Applying Software Defect Estimations: Using a Risk Matrix for Tuning
  Test Effort","  Applying software defect esimation techniques and presenting this information
in a compact and impactful decision table can clearly illustrate to
collaborative groups how critical this position is in the overall development
cycle. The Test Risk Matrix described here has proven to be a valuable addition
to the management tools and approaches used in developing large scale software
on several releases. Use of this matrix in development planning meetings can
clarify the attendant risks and possible consequences of carrying out or
bypassing specific test activities.
"
42,Microsystem Product Development,"  Over the last decade the successful design and fabrication of complex MEMS
(MicroElectroMechanical Systems), optical circuits and ASICs have been
demonstrated. Packaging and integration processes have lagged behind MEMS
research but are rapidly maturing. As packaging processes evolve, a new
challenge presents itself, microsystem product development. Product development
entails the maturation of the design and all the processes needed to
successfully produce a product. Elements such as tooling design, fixtures,
gages, testers, inspection, work instructions, process planning, etc., are
often overlooked as MEMS engineers concentrate on design, fabrication and
packaging processes. Thorough, up-front planning of product development efforts
is crucial to the success of any project.
"
43,Parasitic Effects Reduction for Wafer-Level Packaging of RF-Mems,"  In RF-MEMS packaging, next to the protection of movable structures,
optimization of package electrical performance plays a very important role. In
this work, a wafer-level packaging process has been investigated and optimized
in order to minimize electrical parasitic effects. The RF-MEMS package concept
used is based on a wafer-level bonding of a capping silicon substrate to an
RF-MEMS wafer. The capping silicon substrate resistivity, substrate thickness
and the geometry of through-substrate electrical interconnect vias have been
optimized using finite-element electromagnetic simulations (Ansoft HFSS). Test
structures for electrical characterization have been designed and after their
fabrication, measurement results will be compared with simulations.
"
44,"Surface Conditioning Effect on Vacuum Microelectronics Components
  Fabricated by Deep Reactive Ion Etching","  Advances in material processing such as silicon micromachining are opening
the way to vacuum microelectronics. Two-dimensional vacuum components can be
fabricated using the microsystems processes. We developed such devices using a
single metal layer and silicon micromachining by DRIE. The latter technological
step has significant impact on the characteristics of the vacuum components.
This paper presents a brief summary of electron emission possibilities and the
design leading to the fabrication of a lateral field emission diode. First
measurement results and the aging of the devices are also discussed.
"
45,3-D Self-Assembled Soi Mems: An Example of Multiphysics Simulation,"  MEMS devices are typical systems where multiphysics simulations are
unavoidable. In this work, we present possible applications of 3-D
self-assembled SOI (Silicon-on-Insulator) MEMS such as, for instance, thermal
actuators and flow sensors. The numerical simulations of these microsystems are
presented. Structural and thermal parts have to be strongly coupled for
correctly describing the fabrication process and for simulating the behavior of
these 3-D SOI MEMS.
"
46,"Influence of the Feedback Filter on the Response of the Pulsed Digital
  Oscillator","  This paper introduces a new feedback topology for the Pulsed Digital
Oscillator (PDO) and compares it to the classical topology. The `classic' or
single feedback topology, introduced in previous works, shows a strong behavior
dependence on the damping losses in the MEMS resonator. A new double feedback
topology is introduced here in order to help solving this problem. Comparative
discrete-time simulations and preliminary experimental measurements have been
carried out for both topologies, showing how the new double feedback topology
may increase PDO performance for some frequency ranges.
"
47,"Concave Microlens Array Mold Fabrication in Photoresist Using UV
  Proximity Printing","  This paper presents a simple and effective method to fabricate a
polydimethyl-siloxane (PDMS) microlens array with a high fill factor, which
utilizes the UV proximity printing and photoresist replication methods. The
concave microlens array mold was made using a printing gap in lithography
process, which utilizes optical diffraction of UV light to deflect away from
the aperture edges and produces a certain exposure in the photoresist material
outside the aperture edges. This method can precisely control the geometric
profile of concave microlens array. The experimental results showed that the
concave micro-lens array in photoresist could be formed automatically when the
printing gap ranged from 240 micron to 720 micron. High fill factor microlens
array can be produced, when the control pitch distance between the adjacent
apertures of the concave microlens array was decreased to the aperture size.
"
48,"The annealing induced extraordinary properties of SI based ZNO film
  grown by RF sputtering","  Pb(Zr0.52Ti0.48)O3 (PZT) thin films were in situ deposited by pulsed laser
deposition (PLD) on Pt/Ti/SiO2/Si substrates using a template layer derived by
sol-gel method. A 0.1-$\mu$m-thick PZT layer with (111) or (100)-preferred
orientation was first deposited onto Pt/Ti/SiO2/Si substrates using the sol-gel
method, and than a PZT layer with thickness of 1$\mu$m was in situ deposited by
PLD on the above-mentioned PZT layer. The crystalline phases and the preferred
orientations of the PZT films were investigated by X-ray diffraction analysis.
Surface and cross-sectional morphologies were observed by scanning electron
microscopy and transmission electron microscopy. The electrical properties of
the films were evaluated by measuring their P-E hysteresis loops and dielectric
constants. The preferred orientation of the films can be controlled using the
template layer derived by the sol-gel method. The deposition temperature
required to obtain the perovskite phase in this process is approximately 460
degrees C, and is significantly lower than that in the case of direct film
deposition by PLD on the Pt/Ti/SiO2/Si substrates.
  Keywords: lead zirconate titanate (PZT), thin film, sol-gel method, laser
ablation, electrical properties
"
49,Parametric Yield Analysis of Mems via Statistical Methods,"  This paper considers a developing theory on the effects of inevitable process
variations during the fabrication of MEMS and other microsystems. The effects
on the performance and design yield of the microsystems devices are analyzed
and presented. A novel methodology in the design cycle of MEMS and other
microsystems is briefly introduced. This paper describes the initial steps of
this methodology that is aimed at counteracting the parametric variations in
the product cycle of microsystems. It is based on a concept of worst-case
analysis that has proven successful in the parent IC technology. Issues ranging
from the level of abstraction of the microsystem models to the availability of
such models are addressed
"
50,"Electrostatically-Driven Resonator on Soi with Improved Temperature
  Stability","  This paper deals with a single-crystal-silicon (SCS) MEMS resonator with
improved temperature stability. While simulations have shown that the
temperature coefficient of resonant frequency can be down to 1 ppm/degrees C,
preliminary measurements on non-optimised structures gave evidence of a
temperature coefficient of 29 ppm/degrees C. Design, optimisation, experimental
results with post process simulation and prospective work are presented.
"
