,title,abstract
10,Block-based quantum-logic synthesis,"  In this paper, the problem of constructing an efficient quantum circuit for
the implementation of an arbitrary quantum computation is addressed. To this
end, a basic block based on the cosine-sine decomposition method is suggested
which contains $l$ qubits. In addition, a previously proposed quantum-logic
synthesis method based on quantum Shannon decomposition is recursively applied
to reach unitary gates over $l$ qubits. Then, the basic block is used and some
optimizations are applied to remove redundant gates. It is shown that the exact
value of $l$ affects the number of one-qubit and CNOT gates in the proposed
method. In comparison to the previous synthesis methods, the value of $l$ is
examined consequently to improve either the number of CNOT gates or the total
number of gates. The proposed approach is further analyzed by considering the
nearest neighbor limitation. According to our evaluation, the number of CNOT
gates is increased by at most a factor of $\frac{5}{3}$ if the nearest neighbor
interaction is applied.
"
11,"Towards Biochemical Filter with Sigmoidal Response to pH Changes:
  Buffered Biocatalytic Signal Transduction","  We realize a biochemical filtering process by introducing a buffer in a
biocatalytic signal-transduction logic system based on the function of an
enzyme, esterase. The input, ethyl butyrate, is converted into butyric acid-the
output signal, which in turn is measured by the drop in the pH value. The
developed approach offers a versatile ""network element"" for increasing the
complexity of biochemical information processing systems. Evaluation of an
optimal regime for quality filtering is accomplished in the framework of a
kinetic rate-equation model.
"
12,"Noise-based information processing: Noise-based logic and computing:
  what do we have so far?","  We briefly introduce noise-based logic. After describing the main motivations
we outline classical, instantaneous (squeezed and non-squeezed), continuum,
spike and random-telegraph-signal based schemes with applications such as
circuits that emulate the brain functioning and string verification via a slow
communication channel.
"
13,Cluster quantum computer on the basis of quasi-part,"  The present paper deals with the possibility of creation of the quantum
computer in which the role of q-bits is played by quasi-particles. In such a
computer, the elementary computation block should represent a cluster created
on the basis of the paramagnetic molecules. The latter form heterogeneous spin
states in the cluster owing to the presence of interelectron correlations.
"
14,"Artificial Immune Privileged Sites as an Enhancement to Immuno-Computing
  Paradigm","  The immune system is a highly parallel and distributed intelligent system
which has learning, memory, and associative capabilities. Artificial Immune
System is an evolutionary paradigm inspired by the biological aspects of the
immune system of mammals. The immune system can inspire to form new algorithms
learning from its course of action. The human immune system has motivated
scientists and engineers for finding powerful information processing algorithms
that has solved complex engineering problems. This work is the result of an
attempt to explore a different perspective of the immune system namely the
Immune Privileged Site (IPS) which has the ability to make an exception to
different parts of the body by not triggering immune response to some of the
foreign agent in these parts of the body. While the complete system is secured
by an Immune System at certain times it may be required that the system allows
certain activities which may be harmful to other system which is useful to it
and learns over a period of time through the immune privilege model as done in
case of Immune Privilege Sites in Natural Immune System.
"
15,"Hybrid CMOS-MQCA Logic Architectures using Multi-Layer Spintronic
  Devices","  We present a novel hybrid CMOS-MQCA architecture using multi-layer Spintronic
devices as computing elements. A feasibility study is presented with 22nm CMOS
where new approaches for spin transfer torque induced clocking and read-out
scheme for variability-tolerance are introduced. A first-of-its-kind Spintronic
device model enables circuit simulation using existing CAD infrastructure.
Approximately 70% reduction in energy consumption is observed when compared
against conventional field-induced clocking scheme.
"
16,Solving mazes with memristors: a massively-parallel approach,"  Solving mazes is not just a fun pastime. Mazes are prototype models in graph
theory, topology, robotics, traffic optimization, psychology, and in many other
areas of science and technology. However, when maze complexity increases their
solution becomes cumbersome and very time consuming. Here, we show that a
network of memristors - resistors with memory - can solve such a non-trivial
problem quite easily. In particular, maze solving by the network of memristors
occurs in a massively parallel fashion since all memristors in the network
participate simultaneously in the calculation. The result of the calculation is
then recorded into the memristors' states, and can be used and/or recovered at
a later time. Furthermore, the network of memristors finds all possible
solutions in multiple-solution mazes, and sorts out the solution paths
according to their length. Our results demonstrate not only the first
application of memristive networks to the field of massively-parallel
computing, but also a novel algorithm to solve mazes which could find
applications in different research fields.
"
17,Reversible Circuit Optimization via Leaving the Boolean Domain,"  For years, the quantum/reversible circuit community has been convinced that:
a) the addition of auxiliary qubits is instrumental in constructing a smaller
quantum circuit; and, b) the introduction of quantum gates inside reversible
circuits may result in more efficient designs. This paper presents a systematic
approach to optimizing reversible (and quantum) circuits via the introduction
of auxiliary qubits and quantum gates inside circuit designs. This advances our
understanding of what may be achieved with a) and b).
"
18,A Study of Optimal 4-bit Reversible Toffoli Circuits and Their Synthesis,"  Optimal synthesis of reversible functions is a non-trivial problem. One of
the major limiting factors in computing such circuits is the sheer number of
reversible functions. Even restricting synthesis to 4-bit reversible functions
results in a huge search space (16! {\approx} 2^{44} functions). The output of
such a search alone, counting only the space required to list Toffoli gates for
every function, would require over 100 terabytes of storage. In this paper, we
present two algorithms: one, that synthesizes an optimal circuit for any 4-bit
reversible specification, and another that synthesizes all optimal
implementations. We employ several techniques to make the problem tractable. We
report results from several experiments, including synthesis of all optimal
4-bit permutations, synthesis of random 4-bit permutations, optimal synthesis
of all 4-bit linear reversible circuits, synthesis of existing benchmark
functions; we compose a list of the hardest permutations to synthesize, and
show distribution of optimal circuits. We further illustrate that our proposed
approach may be extended to accommodate physical constraints via reporting
LNN-optimal reversible circuits. Our results have important implications in the
design and optimization of reversible and quantum circuits, testing circuit
synthesis heuristics, and performing experiments in the area of quantum
information processing.
"
19,Quantum Reading of a Classical Digital Memory,"  We consider a basic model of digital memory where each cell is composed of a
reflecting medium with two possible reflectivities. By fixing the mean number
of photons irradiated over each memory cell, we show that a non-classical
source of light can retrieve more information than any classical source. This
improvement is shown in the regime of few photons and high reflectivities,
where the gain of information can be surprising. As a result, the use of
quantum light can have non-trivial applications in the technology of digital
memories, such as optical disks and barcodes.
"
20,ReveR: Software Simulator of Reversible Processor with Stack,"  A software model of a reversible processor ReveR with the stack is discussed
in this paper. An architecture, the minimal set of elementary reversible
operations together with an implementation of the basic control flow structures
and procedures calls using simple assembler language are described.
"
21,Vesicle computers: Approximating Voronoi diagram on Voronoi automata,"  Irregular arrangements of vesicles filled with excitable and precipitating
chemical systems are imitated by Voronoi automata --- finite-state machines
defined on a planar Voronoi diagram. Every Voronoi cell takes four states:
resting, excited, refractory and precipitate. A resting cell excites if it has
at least one excited neighbour; the cell precipitates if a ratio of excited
cells in its neighbourhood to its number of neighbours exceed certain
threshold. To approximate a Voronoi diagram on Voronoi automata we project a
planar set onto automaton lattice, thus cells corresponding to data-points are
excited. Excitation waves propagate across the Voronoi automaton, interact with
each other and form precipitate in result of the interaction. Configuration of
precipitate represents edges of approximated Voronoi diagram. We discover
relation between quality of Voronoi diagram approximation and precipitation
threshold, and demonstrate feasibility of our model in approximation Voronoi
diagram of arbitrary-shaped objects and a skeleton of a planar shape.
"
22,Simulating Spiking Neural P systems without delays using GPUs,"  We present in this paper our work regarding simulating a type of P system
known as a spiking neural P system (SNP system) using graphics processing units
(GPUs). GPUs, because of their architectural optimization for parallel
computations, are well-suited for highly parallelizable problems. Due to the
advent of general purpose GPU computing in recent years, GPUs are not limited
to graphics and video processing alone, but include computationally intensive
scientific and mathematical applications as well. Moreover P systems, including
SNP systems, are inherently and maximally parallel computing models whose
inspirations are taken from the functioning and dynamics of a living cell. In
particular, SNP systems try to give a modest but formal representation of a
special type of cell known as the neuron and their interactions with one
another. The nature of SNP systems allowed their representation as matrices,
which is a crucial step in simulating them on highly parallel devices such as
GPUs. The highly parallel nature of SNP systems necessitate the use of hardware
intended for parallel computations. The simulation algorithms, design
considerations, and implementation are presented. Finally, simulation results,
observations, and analyses using an SNP system that generates all numbers in
$\mathbb N$ - {1} are discussed, as well as recommendations for future work.
"
23,"Design and experimental demonstration of a high-directive emission with
  optical transformations","  With the explosion of wireless networks and automotive radar systems, there
is an acute need for new materials and technologies that would not only
minimize the size of these devices, but also enhance their performances. The
technique of transformation optics-an innovative approach to produce artificial
metamaterials that control electromagnetic waves as if space itself was
transformed-provides unique opportunities to reach this goal. In this paper we
design, fabricate and characterize a new class of metamaterial capable of
transforming the source distribution and radiation pattern of an isotropic
microwave emitter. Our findings have considerable implications for the
development of new ultradirective antennas with superior performances and
compactness compared to conventional antennas operating in the same frequency
range.
"
24,Self-Assembly with Geometric Tiles,"  In this work we propose a generalization of Winfree's abstract Tile Assembly
Model (aTAM) in which tile types are assigned rigid shapes, or geometries,
along each tile face. We examine the number of distinct tile types needed to
assemble shapes within this model, the temperature required for efficient
assembly, and the problem of designing compact geometric faces to meet given
compatibility specifications. Our results show a dramatic decrease in the
number of tile types needed to assemble $n \times n$ squares to
$\Theta(\sqrt{\log n})$ at temperature 1 for the most simple model which meets
a lower bound from Kolmogorov complexity, and $O(\log\log n)$ in a model in
which tile aggregates must move together through obstacle free paths within the
plane. This stands in contrast to the $\Theta(\log n / \log\log n)$ tile types
at temperature 2 needed in the basic aTAM. We also provide a general method for
simulating a large and computationally universal class of temperature 2 aTAM
systems with geometric tiles at temperature 1. Finally, we consider the problem
of computing a set of compact geometric faces for a tile system to implement a
given set of compatibility specifications. We show a number of bounds on the
complexity of geometry size needed for various classes of compatibility
specifications, many of which we directly apply to our tile assembly results to
achieve non-trivial reductions in geometry size.
"
25,"Efficient Squares and Turing Universality at Temperature 1 with a Unique
  Negative Glue","  Is Winfree's abstract Tile Assembly Model (aTAM) ""powerful?"" Well, if certain
tiles are required to ""cooperate"" in order to be able to bind to a growing tile
assembly (a.k.a., temperature 2 self-assembly), then Turing universal
computation and the efficient self-assembly of $N \times N$ squares is
achievable in the aTAM (Rotemund and Winfree, STOC 2000). So yes, in a
computational sense, the aTAM is quite powerful! However, if one completely
removes this cooperativity condition (a.k.a., temperature 1 self-assembly),
then the computational ""power"" of the aTAM (i.e., its ability to support Turing
universal computation and the efficient self-assembly of $N \times N$ squares)
becomes unknown. On the plus side, the aTAM, at temperature 1, isn't only
Turing universal but also supports the efficient self-assembly $N \times N$
squares if self-assembly is allowed to utilize three spatial dimensions (Fu,
Schweller and Cook, SODA 2011). We investigate the theoretical ""power"" of a
seemingly simple, restrictive class of tile assembly systems (TASs) in which
(1) the absolute value of every glue strength is 1, (2) there's a single
negative strength glue type and (3) unequal glues can't interact. We call these
the \emph{restricted glue} TASs (rgTAS). We first show the tile complexity of
producing an $N \times N$ square with an rgTAS is $O(\frac{\log n}{\log \log
n})$. We also prove that rgTASs are Turing universal with a construction that
simulates an arbitrary Turing machine. Next, we provide results for a variation
of the rgTAS class, partially restricted glue TASs, which is similar except
that the magnitude of the negative glue's strength can only assumed to be $\ge
1$. These results consist of a construction with $O(\log n)$ tile complexity
for building $N \times N$ squares, and one which simulates a Turing machine but
with a greater scaling factor than for the rgTAS construction.
"
26,"DNA Circuits Based on Isothermal Constrained Loop Extension DNA
  Amplification","  In this paper, we first describe the isothermal constrained loop extension
DNA amplification (ICLEDA), which is a new variant of amplification combining
the advantages of rolling circle amplification (RCA) and of strand displacement
amplification (SDA). Then, we formalize this process in terms of the theory of
formal languages and show, on the basis of this formulation, how to manage OR
and AND gates. We then explain how to introduce negation, which allows us to
prove that, in principle, it is possible to implement the computation of any
boolean function on DNA strands using ICLEDA.
"
27,Mobile Computing in Digital Ecosystems: Design Issues and Challenges,"  In this paper we argue that the set of wireless, mobile devices (e.g.,
portable telephones, tablet PCs, GPS navigators, media players) commonly used
by human users enables the construction of what we term a digital ecosystem,
i.e., an ecosystem constructed out of so-called digital organisms (see below),
that can foster the development of novel distributed services. In this context,
a human user equipped with his/her own mobile devices, can be though of as a
digital organism (DO), a subsystem characterized by a set of peculiar features
and resources it can offer to the rest of the ecosystem for use from its peer
DOs. The internal organization of the DO must address issues of management of
its own resources, including power consumption. Inside the DO and among DOs,
peer-to-peer interaction mechanisms can be conveniently deployed to favor
resource sharing and data dissemination. Throughout this paper, we show that
most of the solutions and technologies needed to construct a digital ecosystem
are already available. What is still missing is a framework (i.e., mechanisms,
protocols, services) that can support effectively the integration and
cooperation of these technologies. In addition, in the following we show that
that framework can be implemented as a middleware subsystem that enables novel
and ubiquitous forms of computation and communication. Finally, in order to
illustrate the effectiveness of our approach, we introduce some experimental
results we have obtained from preliminary implementations of (parts of) that
subsystem.
"
28,"Realization and Properties of Biochemical-Computing Biocatalytic XOR
  Gate Based on Enzyme Inhibition by a Substrate","  We consider a realization of the XOR logic gate in a process biocatalyzed by
an enzyme (here horseradish peroxidase: HRP), the function of which can be
inhibited by a substrate (hydrogen peroxide for HRP), when the latter is
inputted at large enough concentrations. A model is developed for describing
such systems in an approach suitable for evaluation of the analog noise
amplification properties of the gate. The obtained data are fitted for gate
quality evaluation within the developed model, and we discuss aspects of
devising XOR gates for functioning in ""biocomputing"" systems utilizing
biomolecules for information processing.
"
29,"Trans-Canada Slimeways: Slime mould imitates the Canadian transport
  network","  Slime mould Physarum polycephalum builds up sophisticated networks to
transport nutrients between distant part of its extended body. The slime
mould's protoplasmic network is optimised for maximum coverage of nutrients yet
minimum energy spent on transportation of the intra-cellular material. In
laboratory experiments with P. polycephalum we represent Canadian major urban
areas with rolled oats and inoculated slime mould in the Toronto area. The
plasmodium spans the urban areas with its network of protoplasmic tubes. We
uncover similarities and differences between the protoplasmic network and the
Canadian national highway network, analyse the networks in terms of proximity
graphs and evaluate slime mould's network response to contamination.
"
30,Reducing Quantum Cost in Reversible Toffoli Circuits,"  Recently, reversible circuit synthesis has been intensively studied. One of
the problems that has not been solved for a long time was exact minimization of
gate count (GC) in 4-bit circuits. Finally, last year a tool of practical usage
for finding optimal gate count Toffoli networks for any 4-variable function was
developed. However, not much work has been done yet on exact minimization of
quantum cost (QC) in 4-bit circuits. This paper presents an application of the
above mentioned tool to reducing QC of 4-bit reversible circuits. It is shown
that for benchmarks and for designs taken from recent publications it is
possible to obtain savings in QC of up to 74% comparing with previously known
circuits.
"
31,"1st International Workshop on Distributed Evolutionary Computation in
  Informal Environments","  Online conference proceedings for the IWDECIE workshop, taking place in New
Orleans on June 5th, 2011. The workshop focuses on non-conventional
implementations of bioinspired algorithms and its conceptual implications.
"
32,Slime mould computes planar shapes,"  Computing a polygon defining a set of planar points is a classical problem of
modern computational geometry. In laboratory experiments we demonstrate that a
concave hull, a connected alpha-shape without holes, of a finite planar set is
approximated by slime mould Physarum polycephalum. We represent planar points
with sources of long-distance attractants and short-distance repellents and
inoculate a piece of plasmodium outside the data set. The plasmodium moves
towards the data and envelops it by pronounced protoplasmic tubes.
"
33,Physarum Can Compute Shortest Paths,"  Physarum Polycephalum is a slime mold that is apparently able to solve
shortest path problems.
  A mathematical model has been proposed by biologists to describe the feedback
mechanism used by the slime mold to adapt its tubular channels while foraging
two food sources s0 and s1. We prove that, under this model, the mass of the
mold will eventually converge to the shortest s0 - s1 path of the network that
the mold lies on, independently of the structure of the network or of the
initial mass distribution.
  This matches the experimental observations by the biologists and can be seen
as an example of a ""natural algorithm"", that is, an algorithm developed by
evolution over millions of years.
"
34,QIS-XML: An Extensible Markup Language for Quantum Information Science,"  This Master thesis examines issues of interoperability and integration
between the Classic Information Science (CIS) and Quantum Information Science
(QIS). It provides a short introduction to the Extensible Markup Language (XML)
and proceeds to describe the development steps that have lead to a prototype
XML specification for quantum computing (QIS-XML). QIS-XML is a proposed
framework, based on the widely used standard (XML) to describe, visualize,
exchange and process quantum gates and quantum circuits. It also provides a
potential approach to a generic programming language for quantum computers
through the concept of XML driven compilers. Examples are provided for the
description of commonly used quantum gates and circuits, accompanied with tools
to visualize them in standard web browsers. An algorithmic example is also
presented, performing a simple addition operation with quantum circuits and
running the program on a quantum computer simulator. Overall, this initial
effort demonstrates how XML technologies could be at the core of the
architecture for describing and programming quantum computers. By leveraging a
widely accepted standard, QIS-XML also builds a bridge between classic and
quantum IT, which could foster the acceptance of QIS by the ICT community and
facilitate the understanding of quantum technology by IT experts. This would
support the consolidation of Classic Information Science and Quantum
Information Science into a Complete Information Science, a challenge that could
be referred to as the ""Information Science Grand Unification Challenge"".
"
35,An Analytical Approach for Memristive Nanoarchitectures,"  As conventional memory technologies are challenged by their technological
physical limits, emerging technologies driven by novel materials are becoming
an attractive option for future memory architectures. Among these technologies,
Resistive Memories (ReRAM) created new possibilities because of their
nano-features and unique $I$-$V$ characteristics. One particular problem that
limits the maximum array size is interference from neighboring cells due to
sneak-path currents. A possible device level solution to address this issue is
to implement a memory array using complementary resistive switches (CRS).
Although the storage mechanism for a CRS is fundamentally different from what
has been reported for memristors (low and high resistances), a CRS is simply
formed by two series bipolar memristors with opposing polarities. In this paper
our intention is to introduce modeling principles that have been previously
verified through measurements and extend the simulation principles based on
memristors to CRS devices and hence provide an analytical approach to the
design of a CRS array. The presented approach creates the necessary design
methodology platform that will assist designers in implementation of CRS
devices in future systems.
"
36,"Exploratory simulation of an Intelligent Iris Verifier Distributed
  System","  This paper discusses some topics related to the latest trends in the field of
evolutionary approaches to iris recognition. It presents the results of an
exploratory experimental simulation whose goal was to analyze the possibility
of establishing an Interchange Protocol for Digital Identities evolved in
different geographic locations interconnected through and into an Intelligent
Iris Verifier Distributed System (IIVDS) based on multi-enrollment. Finding a
logically consistent model for the Interchange Protocol is the key factor in
designing the future large-scale iris biometric networks. Therefore, the
logical model of such a protocol is also investigated here. All tests are made
on Bath Iris Database and prove that outstanding power of discrimination
between the intra- and the inter-class comparisons can be achieved by an IIVDS,
even when practicing 52.759.182 inter-class and 10.991.943 intra-class
comparisons. Still, the test results confirm that inconsistent enrollment can
change the logic of recognition from a fuzzified 2-valent consistent logic of
biometric certitudes to a fuzzified 3-valent inconsistent possibilistic logic
of biometric beliefs justified through experimentally determined probabilities,
or to a fuzzified 8-valent logic which is almost consistent as a biometric
theory - this quality being counterbalanced by an absolutely reasonable loss in
the user comfort level.
"
37,"Process Optimization and Downscaling of a Single Electron Single Dot
  Memory","  This paper presents the process optimization of a single-electron nanoflash
electron memory. Self-aligned single dot memory structures have been fabricated
using a wet anisotropic oxidation of a silicon nanowire. One of the main issue
was to clarify the process conditions for the dot formation. Based on the
process modeling, the influence of various parameters (oxidation temperature,
nanowire shape) has been investigated. The necessity of a sharp compromise
between these different parameters to ensure the presence of the memory dot has
been established. In order to propose an aggressive memory cell, the
downscaling of the device has been carefully studied. Scaling rules show that
the size of the original device could be reduced by a factor of 2. This point
has been previously confirmed by the realization of single-electron memory
devices.
"
38,Logic circuits from zero forcing,"  We design logic circuits based on the notion of zero forcing on graphs; each
gate of the circuits is a gadget in which zero forcing is performed. We show
that such circuits can evaluate every monotone Boolean function. By using two
vertices to encode each logical bit, we obtain universal computation. We also
highlight a phenomenon of ""back forcing"" as a property of each function. Such a
phenomenon occurs in a circuit when the input of gates which have been already
used at a given time step is further modified by a computation actually
performed at a later stage. Finally, we point out that zero forcing can be also
used to implement reversible computation. The model introduced here provides a
potentially new tool in the analysis of Boolean functions, with particular
attention to monotonicity.
"
39,Sub-Nyquist Sampling: Bridging Theory and Practice,"  Sampling theory encompasses all aspects related to the conversion of
continuous-time signals to discrete streams of numbers. The famous
Shannon-Nyquist theorem has become a landmark in the development of digital
signal processing. In modern applications, an increasingly number of functions
is being pushed forward to sophisticated software algorithms, leaving only
those delicate finely-tuned tasks for the circuit level.
  In this paper, we review sampling strategies which target reduction of the
ADC rate below Nyquist. Our survey covers classic works from the early 50's of
the previous century through recent publications from the past several years.
The prime focus is bridging theory and practice, that is to pinpoint the
potential of sub-Nyquist strategies to emerge from the math to the hardware. In
that spirit, we integrate contemporary theoretical viewpoints, which study
signal modeling in a union of subspaces, together with a taste of practical
aspects, namely how the avant-garde modalities boil down to concrete signal
processing systems. Our hope is that this presentation style will attract the
interest of both researchers and engineers in the hope of promoting the
sub-Nyquist premise into practical applications, and encouraging further
research into this exciting new frontier.
"
40,"The Life and Death of Unwanted Bits: Towards Proactive Waste Data
  Management in Digital Ecosystems","  Our everyday data processing activities create massive amounts of data. Like
physical waste and trash, unwanted and unused data also pollutes the digital
environment by degrading the performance and capacity of storage systems and
requiring costly disposal. In this paper, we propose using the lessons from
real life waste management in handling waste data. We show the impact of waste
data on the performance and operational costs of our computing systems. To
allow better waste data management, we define a waste hierarchy for digital
objects and provide insights into how to identify and categorize waste data.
Finally, we introduce novel ways of reusing, reducing, and recycling data and
software to minimize the impact of data wastage
"
41,Next Generation High Speed Computing Using Photonic Based Technolog,"  In the present era of technology computer has facilitated the human life up
to a great extent. The speed of computation has raised to astonish level but
the pace of development of other technologies which have core dependency over
computers have raised relatively exponentially huge, though the computer speed
of computation is very fast with respect to human abilities but still it has to
be increased a lot more to meet the future requirements. We have pushed
electrons to their maximum limit to a stage that nothing further could be
expected from electrons. Alternately one can use photon to replace the
relatively sluggish electrons. An alternate that posses all feature that an
electron holds but only millions of time faster and with a far more reliability
in one way or the other stretching the computers speed to a stage that no one
would have ever even wonder. In this research paper the photonics
implementations in computation industry have been presented along with its
scope as an alternate to electron with comparative study of electron and photon
under the computation perspective, generalized working of silicon based optical
computers, the application of photons and their crucial role in the upcoming
times. Keywords: Photonic Technology, H
"
42,"Frequency Domain Approach for Activity Classification using
  Accelerometer","  Activity classification was performed using MEMS accelerometer and wireless
sensor node for wireless sensor network environment. Three axes MEMS
accelerometer measures body's acceleration and transmits measured data with the
help of sensor node to base station attached to PC. On the PC, real time
accelerometer data is processed for movement classifications. In this paper,
Rest, walking and running are the classified activities of the person. Both
time and frequency analysis was performed to classify running and walking. The
classification of rest and movement is done using Signal magnitude area (SMA).
The classification accuracy for rest and movement is 100%. For the
classification of walk and Run two parameters i.e. SMA and Median frequency
were used. The classification accuracy for walk and running was detected as
81.25% in the experiments performed by the test persons.
"
