,title,abstract
10,An Autonomous Distributed Admission Control Scheme for IEEE 802.11 DCF,"  Admission control as a mechanism for providing QoS requires an accurate
description of the requested flow as well as already admitted flows. Since
802.11 WLAN capacity is shared between flows belonging to all stations,
admission control requires knowledge of all flows in the WLAN. Further,
estimation of the load-dependent WLAN capacity through analytical model
requires inputs about channel data rate, payload size and the number of
stations. These factors combined point to a centralized admission control
whereas for 802.11 DCF it is ideally performed in a distributed manner. The use
of measurements from the channel avoids explicit inputs about the state of the
channel described above. BUFFET, a model based measurement-assisted distributed
admission control scheme for DCF proposed in this paper relies on measurements
to derive model inputs and predict WLAN saturation, thereby maintaining average
delay within acceptable limits. Being measurement based, it adapts to a
combination of data rates and payload sizes, making it completely autonomous
and distributed. Performance analysis using OPNET simulations suggests that
BUFFET is able to ensure average delay under 7ms at a near-optimal throughput.
"
11,"An Extensible Timing Infrastructure for Adaptive Large-scale
  Applications","  Real-time access to accurate and reliable timing information is necessary to
profile scientific applications, and crucial as simulations become increasingly
complex, adaptive, and large-scale. The Cactus Framework provides flexible and
extensible capabilities for timing information through a well designed
infrastructure and timing API. Applications built with Cactus automatically
gain access to built-in timers, such as gettimeofday and getrusage,
system-specific hardware clocks, and high-level interfaces such as PAPI. We
describe the Cactus timer interface, its motivation, and its implementation. We
then demonstrate how this timing information can be used by an example
scientific application to profile itself, and to dynamically adapt itself to a
changing environment at run time.
"
12,Cache Analysis of Non-uniform Distribution Sorting Algorithms,"  We analyse the average-case cache performance of distribution sorting
algorithms in the case when keys are independently but not necessarily
uniformly distributed. The analysis is for both `in-place' and `out-of-place'
distribution sorting algorithms and is more accurate than the analysis
presented in \cite{RRESA00}. In particular, this new analysis yields tighter
upper and lower bounds when the keys are drawn from a uniform distribution.
  We use this analysis to tune the performance of the integer sorting algorithm
MSB radix sort when it is used to sort independent uniform floating-point
numbers (floats). Our tuned MSB radix sort algorithm comfortably outperforms a
cache-tuned implementations of bucketsort \cite{RR99} and Quicksort when
sorting uniform floats from $[0, 1)$.
"
13,A Comparison of Push and Pull Techniques for Ajax,"  Ajax applications are designed to have high user interactivity and low
user-perceived latency. Real-time dynamic web data such as news headlines,
stock tickers, and auction updates need to be propagated to the users as soon
as possible. However, Ajax still suffers from the limitations of the Web's
request/response architecture which prevents servers from pushing real-time
dynamic web data. Such applications usually use a pull style to obtain the
latest updates, where the client actively requests the changes based on a
predefined interval. It is possible to overcome this limitation by adopting a
push style of interaction where the server broadcasts data when a change occurs
on the server side. Both these options have their own trade-offs. This paper
explores the fundamental limits of browser-based applications and analyzes push
solutions for Ajax technology. It also shows the results of an empirical study
comparing push and pull.
"
14,Fast and Simple Relational Processing of Uncertain Data,"  This paper introduces U-relations, a succinct and purely relational
representation system for uncertain databases. U-relations support
attribute-level uncertainty using vertical partitioning. If we consider
positive relational algebra extended by an operation for computing possible
answers, a query on the logical level can be translated into, and evaluated as,
a single relational algebra query on the U-relation representation. The
translation scheme essentially preserves the size of the query in terms of
number of operations and, in particular, number of joins. Standard techniques
employed in off-the-shelf relational database management systems are effective
for optimizing and processing queries on U-relations. In our experiments we
show that query evaluation on U-relations scales to large amounts of data with
high degrees of uncertainty.
"
15,Formally Verified Argument Reduction with a Fused-Multiply-Add,"  Cody & Waite argument reduction technique works perfectly for reasonably
large arguments but as the input grows there are no bit left to approximate the
constant with enough accuracy. Under mild assumptions, we show that the result
computed with a fused-multiply-add provides a fully accurate result for many
possible values of the input with a constant almost accurate to the full
working precision. We also present an algorithm for a fully accurate second
reduction step to reach double full accuracy (all the significand bits of two
numbers are significant) even in the worst cases of argument reduction. Our
work recalls the common algorithms and presents proofs of correctness. All the
proofs are formally verified using the Coq automatic proof checker.
"
16,"Computational performance of a parallelized high-order spectral and
  mortar element toolbox","  In this paper, a comprehensive performance review of a MPI-based high-order
spectral and mortar element method C++ toolbox is presented. The focus is put
on the performance evaluation of several aspects with a particular emphasis on
the parallel efficiency. The performance evaluation is analyzed and compared to
predictions given by a heuristic model, the so-called Gamma model. A
tailor-made CFD computation benchmark case is introduced and used to carry out
this review, stressing the particular interest for commodity clusters.
Conclusions are drawn from this extensive series of analyses and modeling
leading to specific recommendations concerning such toolbox development and
parallel implementation.
"
17,Wireless Local Area Networks with Multiple-Packet Reception Capability,"  Thanks to its simplicity and cost efficiency, wireless local area network
(WLAN) enjoys unique advantages in providing high-speed and low-cost wireless
services in hot spots and indoor environments. Traditional WLAN
medium-access-control (MAC) protocols assume that only one station can transmit
at a time: simultaneous transmissions of more than one station causes the
destruction of all packets involved. By exploiting recent advances in PHY-layer
multiuser detection (MUD) techniques, it is possible for a receiver to receive
multiple packets simultaneously. This paper argues that such multipacket
reception (MPR) capability can greatly enhance the capacity of future WLANs. In
addition, it provides the MAC-layer and PHY-layer designs needed to achieve the
improved capacity. First, to demonstrate MUD/MPR as a powerful
capacity-enhancement technique, we prove a ""super-linearity"" result, which
states that the system throughput per unit cost increases as the MPR capability
increases. Second, we show that the commonly deployed binary exponential
backoff (BEB) algorithm in today's WLAN MAC may not be optimal in an MPR
system, and that the optimal backoff factor increases with the MPR capability:
the number of packets that can be received simultaneously. Third, based on the
above insights, we design a joint MAC-PHY layer protocol for an IEEE
802.11-like WLAN that incorporates advanced PHY-layer blind detection and MUD
techniques to implement MPR
"
18,Superrecursive Features of Interactive Computation,"  Functioning and interaction of distributed devices and concurrent algorithms
are analyzed in the context of the theory of algorithms. Our main concern here
is how and under what conditions algorithmic interactive devices can be more
powerful than the recursive models of computation, such as Turing machines.
Realization of such a higher computing power makes these systems
superrecursive. We find here five sources for superrecursiveness in
interaction. In addition, we prove that when all of these sources are excluded,
the algorithmic interactive system in question is able to perform only
recursive computations. These results provide computer scientists with
necessary and sufficient conditions for achieving superrecursiveness by
algorithmic interactive devices.
"
19,"Implementation, Compilation, Optimization of Object-Oriented Languages,
  Programs and Systems - Report on the Workshop ICOOOLPS'2006 at ECOOP'06","  ICOOOLPS'2006 was the first edition of ECOOP-ICOOOLPS workshop. It intended
to bring researchers and practitioners both from academia and industry
together, with a spirit of openness, to try and identify and begin to address
the numerous and very varied issues of optimization. This succeeded, as can be
seen from the papers, the attendance and the liveliness of the discussions that
took place during and after the workshop, not to mention a few new cooperations
or postdoctoral contracts. The 22 talented people from different groups who
participated were unanimous to appreciate this first edition and recommend that
ICOOOLPS be continued next year. A community is thus beginning to form, and
should be reinforced by a second edition next year, with all the improvements
this first edition made emerge.
"
20,"Effects of Non-Identical Rayleigh Fading on Differential Unitary
  Space-Time Modulation","  This paper has been withdrawn by the author.
"
21,"Optimized Design of Survivable MPLS over Optical Transport Networks.
  Optical Switching and Networking","  In this paper we study different options for the survivability implementation
in MPLS over Optical Transport Networks in terms of network resource usage and
configuration cost. We investigate two approaches to the survivability
deployment: single layer and multilayer survivability and present various
methods for spare capacity allocation (SCA) to reroute disrupted traffic. The
comparative analysis shows the influence of the traffic granularity on the
survivability cost: for high bandwidth LSPs, close to the optical channel
capacity, the multilayer survivability outperforms the single layer one,
whereas for low bandwidth LSPs the single layer survivability is more
cost-efficient. For the multilayer survivability we demonstrate that by mapping
efficiently the spare capacity of the MPLS layer onto the resources of the
optical layer one can achieve up to 22% savings in the total configuration cost
and up to 37% in the optical layer cost. Further savings (up to 9 %) in the
wavelength use can be obtained with the integrated approach to network
configuration over the sequential one, however, at the increase in the
optimization problem complexity. These results are based on a cost model with
actual technology pricing and were obtained for networks targeted to a
nationwide coverage.
"
22,"On the Behavior of the Distributed Coordination Function of IEEE 802.11
  with Multirate Capability under General Transmission Conditions","  The aim of this paper is threefold. First, it presents a multi-dimensional
Markovian state transition model characterizing the behavior of the IEEE 802.11
protocol at the Medium Access Control layer which accounts for packet
transmission failures due to channel errors modeling both saturated and
non-saturated traffic conditions. Second, it provides a throughput analysis of
the IEEE 802.11 protocol at the data link layer in both saturated and
non-saturated traffic conditions taking into account the impact of both the
physical propagation channel and multirate transmission in Rayleigh fading
environment. The general traffic model assumed is M/M/1/K. Finally, it shows
that the behavior of the throughput in non-saturated traffic conditions is a
linear combination of two system parameters; the payload size and the packet
rates, $\lambda^{(s)}$, of each contending station. The validity interval of
the proposed model is also derived.
  Simulation results closely match the theoretical derivations, confirming the
effectiveness of the proposed models.
"
23,"Survivable MPLS Over Optical Transport Networks: Cost and Resource Usage
  Analysis","  In this paper we study different options for the survivability implementation
in MPLS over Optical Transport Networks (OTN) in terms of network resource
usage and configuration cost. We investigate two approaches to the
survivability deployment: single layer and multilayer survivability and present
various methods for spare capacity allocation (SCA) to reroute disrupted
traffic. The comparative analysis shows the influence of the offered traffic
granularity and the physical network structure on the survivability cost: for
high bandwidth LSPs, close to the optical channel capacity, the multilayer
survivability outperforms the single layer one, whereas for low bandwidth LSPs
the single layer survivability is more cost-efficient. On the other hand,
sparse networks of low connectivity parameter use more wavelengths for optical
path routing and increase the configuration cost, as compared with dense
networks. We demonstrate that by mapping efficiently the spare capacity of the
MPLS layer onto the resources of the optical layer one can achieve up to 22%
savings in the total configuration cost and up to 37% in the optical layer
cost. Further savings (up to 9 %) in the wavelength use can be obtained with
the integrated approach to network configuration over the sequential one,
however, at the increase in the optimization problem complexity. These results
are based on a cost model with different cost variations, and were obtained for
networks targeted to a nationwide coverage.
"
24,Non-linear estimation is easy,"  Non-linear state estimation and some related topics, like parametric
estimation, fault diagnosis, and perturbation attenuation, are tackled here via
a new methodology in numerical differentiation. The corresponding basic system
theoretic definitions and properties are presented within the framework of
differential algebra, which permits to handle system variables and their
derivatives of any order. Several academic examples and their computer
simulations, with on-line estimations, are illustrating our viewpoint.
"
25,"Nano-Sim: A Step Wise Equivalent Conductance based Statistical Simulator
  for Nanotechnology Circuit Design","  New nanotechnology based devices are replacing CMOS devices to overcome CMOS
technology's scaling limitations. However, many such devices exhibit
non-monotonic I-V characteristics and uncertain properties which lead to the
negative differential resistance (NDR) problem and the chaotic performance.
This paper proposes a new circuit simulation approach that can effectively
simulate nanotechnology devices with uncertain input sources and negative
differential resistance (NDR) problem. The experimental results show a 20-30
times speedup comparing with existing simulators.
"
26,"Generic Pipelined Processor Modeling and High Performance Cycle-Accurate
  Simulator Generation","  Detailed modeling of processors and high performance cycle-accurate
simulators are essential for today's hardware and software design. These
problems are challenging enough by themselves and have seen many previous
research efforts. Addressing both simultaneously is even more challenging, with
many existing approaches focusing on one over another. In this paper, we
propose the Reduced Colored Petri Net (RCPN) model that has two advantages:
first, it offers a very simple and intuitive way of modeling pipelined
processors; second, it can generate high performance cycle-accurate simulators.
RCPN benefits from all the useful features of Colored Petri Nets without
suffering from their exponential growth in complexity. RCPN processor models
are very intuitive since they are a mirror image of the processor pipeline
block diagram. Furthermore, in our experiments on the generated cycle-accurate
simulators for XScale and StrongArm processor models, we achieved an order of
magnitude (~15 times) speedup over the popular SimpleScalar ARM simulator.
"
27,"A Prediction Packetizing Scheme for Reducing Channel Traffic in
  Transaction-Level Hardware/Software Co-Emulation","  This paper presents a scheme for efficient channel usage between simulator
and accelerator where the accelerator models some RTL sub-blocks in the
accelerator-based hardware/software co-simulation while the simulator runs
transaction-level model of the remaining part of the whole chip being verified.
With conventional simulation accelerator, evaluations of simulator and
accelerator alternate at every valid simulation time, which results in poor
simulation performance due to startup overhead of simulator-accelerator channel
access. The startup overhead can be reduced by merging multiple transactions on
the channel into a single burst traffic. We propose a predictive packetizing
scheme for reducing channel traffic by merging as many transactions into a
burst traffic as possible based on 'prediction and rollback.' Under ideal
condition with 100% prediction accuracy, the proposed method shows a
performance gain of 1500% compared to the conventional one.
"
28,"Simulation Methodology for Analysis of Substrate Noise Impact on Analog
  / RF Circuits Including Interconnect Resistance","  This paper reports a novel simulation methodology for analysis and prediction
of substrate noise impact on analog / RF circuits taking into account the role
of the parasitic resistance of the on-chip interconnect in the impact
mechanism. This methodology allows investigation of the role of the separate
devices (also parasitic devices) in the analog / RF circuit in the overall
impact. This way is revealed which devices have to be taken care of (shielding,
topology change) to protect the circuit against substrate noise. The developed
methodology is used to analyze impact of substrate noise on a 3 GHz LC-tank
Voltage Controlled Oscillator (VCO) designed in a high-ohmic 0.18 $\mu$m 1PM6
CMOS technology. For this VCO (in the investigated frequency range from DC to
15 MHz) impact is mainly caused by resistive coupling of noise from the
substrate to the non-ideal on-chip ground interconnect, resulting in analog
ground bounce and frequency modulation. Hence, the presented test-case reveals
the important role of the on-chip interconnect in the phenomenon of substrate
noise impact.
"
29,The Fast Fibonacci Decompression Algorithm,"  Data compression has been widely applied in many data processing areas.
Compression methods use variable-size codes with the shorter codes assigned to
symbols or groups of symbols that appear in the data frequently. Fibonacci
coding, as a representative of these codes, is used for compressing small
numbers. Time consumption of a decompression algorithm is not usually as
important as the time of a compression algorithm. However, efficiency of the
decompression may be a critical issue in some cases. For example, a real-time
compression of tree data structures follows this issue. Tree's pages are
decompressed during every reading from a secondary storage into the main
memory. In this case, the efficiency of a decompression algorithm is extremely
important. We have developed a Fast Fibonacci decompression for this purpose.
Our approach is up to $3.5\times$ faster than the original implementation.
"
30,"Back-of-the-Envelope Computation of Throughput Distributions in CSMA
  Wireless Networks","  This work started out with our accidental discovery of a pattern of
throughput distributions among links in IEEE 802.11 networks from experimental
results. This pattern gives rise to an easy computation method, which we term
back-of-the-envelop (BoE) computation, because for many network configurations,
very accurate results can be obtained within minutes, if not seconds, by simple
hand computation. BoE beats prior methods in terms of both speed and accuracy.
While the computation procedure of BoE is simple, explaining why it works is by
no means trivial. Indeed the majority of our investigative efforts have been
devoted to the construction of a theory to explain BoE. This paper models an
ideal CSMA network as a set of interacting on-off telegraph processes. In
developing the theory, we discovered a number of analytical techniques and
observations that have eluded prior research, such as that the carrier-sensing
interactions among links in an ideal CSMA network result in a system state
evolution that is time-reversible; and that the probability distribution of the
system state is insensitive to the distributions of the ""on"" and ""off""
durations given their means, and is a Markov random field. We believe these
theoretical frameworks are useful not just for explaining BoE, but could also
be a foundation for a fundamental understanding of how links in CSMA networks
interact. Last but not least, because of their basic nature, we surmise that
some of the techniques and results developed in this paper may be applicable to
not just CSMA networks, but also to other physical and engineering systems
consisting of entities interacting with each other in time and space.
"
31,"Data access optimizations for highly threaded multi-core CPUs with
  multiple memory controllers","  Processor and system architectures that feature multiple memory controllers
are prone to show bottlenecks and erratic performance numbers on codes with
regular access patterns. Although such effects are well known in the form of
cache thrashing and aliasing conflicts, they become more severe when memory
access is involved. Using the new Sun UltraSPARC T2 processor as a prototypical
multi-core design, we analyze performance patterns in low-level and application
benchmarks and show ways to circumvent bottlenecks by careful data layout and
padding.
"
32,"Middleware-based Database Replication: The Gaps between Theory and
  Practice","  The need for high availability and performance in data management systems has
been fueling a long running interest in database replication from both academia
and industry. However, academic groups often attack replication problems in
isolation, overlooking the need for completeness in their solutions, while
commercial teams take a holistic approach that often misses opportunities for
fundamental innovation. This has created over time a gap between academic
research and industrial practice.
  This paper aims to characterize the gap along three axes: performance,
availability, and administration. We build on our own experience developing and
deploying replication systems in commercial and academic settings, as well as
on a large body of prior related work. We sift through representative examples
from the last decade of open-source, academic, and commercial database
replication systems and combine this material with case studies from real
systems deployed at Fortune 500 customers. We propose two agendas, one for
academic research and one for industrial R&D, which we believe can bridge the
gap within 5-10 years. This way, we hope to both motivate and help researchers
in making the theory and practice of middleware-based database replication more
relevant to each other.
"
33,"RZBENCH: Performance evaluation of current HPC architectures using
  low-level and application benchmarks","  RZBENCH is a benchmark suite that was specifically developed to reflect the
requirements of scientific supercomputer users at the University of
Erlangen-Nuremberg (FAU). It comprises a number of application and low-level
codes under a common build infrastructure that fosters maintainability and
expandability. This paper reviews the structure of the suite and briefly
introduces the most relevant benchmarks. In addition, some widely known
standard benchmark codes are reviewed in order to emphasize the need for a
critical review of often-cited performance results. Benchmark data is presented
for the HLRB-II at LRZ Munich and a local InfiniBand Woodcrest cluster as well
as two uncommon system architectures: A bandwidth-optimized InfiniBand cluster
based on single socket nodes (""Port Townsend"") and an early version of Sun's
highly threaded T2 architecture (""Niagara 2"").
"
34,Substitute Valuations: Generation and Structure,"  Substitute valuations (in some contexts called gross substitute valuations)
are prominent in combinatorial auction theory. An algorithm is given in this
paper for generating a substitute valuation through Monte Carlo simulation. In
addition, the geometry of the set of all substitute valuations for a fixed
number of goods K is investigated. The set consists of a union of polyhedrons,
and the maximal polyhedrons are identified for K=4. It is shown that the
maximum dimension of the maximal polyhedrons increases with K nearly as fast as
two to the power K. Consequently, under broad conditions, if a combinatorial
algorithm can present an arbitrary substitute valuation given a list of input
numbers, the list must grow nearly as fast as two to the power K.
"
35,A System Theoretic Approach to Bandwidth Estimation,"  It is shown that bandwidth estimation in packet networks can be viewed in
terms of min-plus linear system theory. The available bandwidth of a link or
complete path is expressed in terms of a {\em service curve}, which is a
function that appears in the network calculus to express the service available
to a traffic flow. The service curve is estimated based on measurements of a
sequence of probing packets or passive measurements of a sample path of
arrivals. It is shown that existing bandwidth estimation methods can be derived
in the min-plus algebra of the network calculus, thus providing further
mathematical justification for these methods. Principal difficulties of
estimating available bandwidth from measurement of network probes are related
to potential non-linearities of the underlying network. When networks are
viewed as systems that operate either in a linear or in a non-linear regime, it
is argued that probing schemes extract the most information at a point when the
network crosses from a linear to a non-linear regime. Experiments on the Emulab
testbed at the University of Utah evaluate the robustness of the system
theoretic interpretation of networks in practice. Multi-node experiments
evaluate how well the convolution operation of the min-plus algebra provides
estimates for the available bandwidth of a path from estimates of individual
links.
"
36,"Understanding the Paradoxical Effects of Power Control on the Capacity
  of Wireless Networks","  Recent works show conflicting results: network capacity may increase or
decrease with higher transmission power under different scenarios. In this
work, we want to understand this paradox. Specifically, we address the
following questions: (1)Theoretically, should we increase or decrease
transmission power to maximize network capacity? (2) Theoretically, how much
network capacity gain can we achieve by power control? (3) Under realistic
situations, how do power control, link scheduling and routing interact with
each other? Under which scenarios can we expect a large capacity gain by using
higher transmission power? To answer these questions, firstly, we prove that
the optimal network capacity is a non-decreasing function of transmission
power. Secondly, we prove that the optimal network capacity can be increased
unlimitedly by higher transmission power in some network configurations.
However, when nodes are distributed uniformly, the gain of optimal network
capacity by higher transmission power is upper-bounded by a positive constant.
Thirdly, we discuss why network capacity in practice may increase or decrease
with higher transmission power under different scenarios using carrier sensing
and the minimum hop-count routing. Extensive simulations are carried out to
verify our analysis.
"
37,Snap-Stabilization in Message-Passing Systems,"  In this paper, we tackle the open problem of snap-stabilization in
message-passing systems. Snap-stabilization is a nice approach to design
protocols that withstand transient faults. Compared to the well-known
self-stabilizing approach, snap-stabilization guarantees that the effect of
faults is contained immediately after faults cease to occur. Our contribution
is twofold: we show that (1) snap-stabilization is impossible for a wide class
of problems if we consider networks with finite yet unbounded channel capacity;
(2) snap-stabilization becomes possible in the same setting if we assume
bounded-capacity channels. We propose three snap-stabilizing protocols working
in fully-connected networks. Our work opens exciting new research perspectives,
as it enables the snap-stabilizing paradigm to be implemented in actual
networks.
"
38,Note sur les temps de service r\'esiduels dans les syst\`emes type M/G/c,"  Approximations for the mean performance indices for the M/G/c queue rely on
the approximate computation of the probability that an arriving request has to
wait for service and of the minimum of residual service times if all servers
are found busy. Using numerical examples, we investigate properties of these
two quantities. In particular, we show that the minimum of residual service
times depends on higher order properties, beyond the first two moments, of the
service time distribution. Improved knowledge of the properties of the two
quantities studied in this paper provides insight into avenues for improving
the accuracy of approximations for the M/G/c queue.
"
39,Self-* overload control for distributed web systems,"  Unexpected increases in demand and most of all flash crowds are considered
the bane of every web application as they may cause intolerable delays or even
service unavailability. Proper quality of service policies must guarantee rapid
reactivity and responsiveness even in such critical situations. Previous
solutions fail to meet common performance requirements when the system has to
face sudden and unpredictable surges of traffic. Indeed they often rely on a
proper setting of key parameters which requires laborious manual tuning,
preventing a fast adaptation of the control policies. We contribute an original
Self-* Overload Control (SOC) policy. This allows the system to self-configure
a dynamic constraint on the rate of admitted sessions in order to respect
service level agreements and maximize the resource utilization at the same
time. Our policy does not require any prior information on the incoming traffic
or manual configuration of key parameters. We ran extensive simulations under a
wide range of operating conditions, showing that SOC rapidly adapts to time
varying traffic and self-optimizes the resource utilization. It admits as many
new sessions as possible in observance of the agreements, even under intense
workload variations. We compared our algorithm to previously proposed
approaches highlighting a more stable behavior and a better performance.
"
40,Sketch-Based Estimation of Subpopulation-Weight,"  Summaries of massive data sets support approximate query processing over the
original data. A basic aggregate over a set of records is the weight of
subpopulations specified as a predicate over records' attributes. Bottom-k
sketches are a powerful summarization format of weighted items that includes
priority sampling and the classic weighted sampling without replacement. They
can be computed efficiently for many representations of the data including
distributed databases and data streams.
  We derive novel unbiased estimators and efficient confidence bounds for
subpopulation weight. Our estimators and bounds are tailored by distinguishing
between applications (such as data streams) where the total weight of the
sketched set can be computed by the summarization algorithm without a
significant use of additional resources, and applications (such as sketches of
network neighborhoods) where this is not the case.
  Our rigorous derivations are based on clever applications of the
Horvitz-Thompson estimator, and are complemented by efficient computational
methods. We demonstrate their benefit on a wide range of Pareto distributions.
"
